DIndex,DEALER_ID,DEALER_CODE,DEALER_NAME,REGISTRATION_NAME,CITY_ID,LONGITUDE,LATITUDE,ADDRESS,SALES_PHONE,AFTER_SALES_PHONE,RESCUE_PHONE,DLevel,city,province
356,aee132b6-c0ef-45ed-88fc-657053cbf475,DGD029,广汽本田梅州店五华分店,梅州市嘉骏贸易有限公司五华分公司,cdd9a74e-31dc-4aff-92b8-c427a4c0de64,115.768,23.9222,五华县水寨镇水寨大道长安加油站侧,0753-4321111,0753-4188618,2331881,2,梅州,广东
330,baed712e-c7ab-4fd1-a4d5-3e0c3a6127ba,DSC005,广汽本田乐山店雅安分店,四川乐山安捷汽车销售服务有限公司雅安分公司,0b0d458a-89e9-4673-b317-a888e55761b5,102.956,29.9884,四川雅安市雨城区多营镇多营物流中心,0835-8513666,0835-8513232,2450436,2,雅安,四川
331,feab3624-fd1c-4fe2-9f7e-88bd5c1769a7,DLN013,广汽本田乐业店,丹东乐业汽车销售服务有限公司,50ff60b5-1d8e-47df-9429-028fc0052ade,124.334,40.1284,辽宁省丹东市振兴区花园路188号,0415-2155559,0415-2258166（2257655）,2257966,1,丹东,辽宁
334,f0ef904d-114d-4a39-b2f1-35e41a2f93a1,DLN008,广汽本田立达店绥中分店,葫芦岛市立达汽车服务有限公司绥中分公司,ec6b422e-08f0-4b63-a038-073f1ec26dd4,120.446,40.3704,辽宁省葫芦岛市绥中县北外环路果树农场西侧,0429-6781888,0429-6781999 ,2192333,2,葫芦岛,辽宁
336,a8472815-a4a5-47fe-9afa-af5a2336e6c6,DGD047,广汽本田利生店,云浮市利生汽车销售服务有限公司,bf5ef000-0075-48df-b12b-8c3eba943b28,112.018,22.9339,云浮市城北过境公路(324国道)武警大楼往罗定方向200米,0766-8332666,0766-8331377（83321800）,8331717,1,云浮,广东
337,47281a93-6160-4515-ab53-e2f85fb5608f,DHLJ15,广汽本田利源达店,黑河市融源汽车销售有限公司,aa02f835-e886-4124-bb7e-607ab987bb12,127.50083,50.25069,黑河市合作区202国道西南工业区黑河市利源达专用车制造有限公司办公楼东展厅,0456-2888881,0456-2899996,0456-2888808,1,黑河,黑龙江
338,7c54c4f4-89e6-46f6-9d76-89221e508b54,DZJ043,广汽本田临城店,舟山中兴汽车销售服务有限公司,09930ca1-ed97-441f-b70b-d8591098961f,122.225,29.979,浙江省舟山市定海区临城街道工业园三道9号,0580-2085558,0580-2085228,0580-2085868,1,舟山,浙江
347,204307e9-0484-49f5-8a3b-e632a3e4626c,DHUB01,广汽本田龙阳店潜江分店,武汉东风南方汽车销售有限公司潜江分公司,468b858f-9a62-42c7-a362-dfdb895b4883,112.924,30.4228,湖北省潜江市园林办事处潜阳东路53号,0728-6294488,0728-6294499,84628627,2,潜江,湖北
348,98803411-2e2b-4ffe-a930-d8a832172d1d,DHUB01,广汽本田龙阳店仙桃分店,武汉东风南方汽车销售有限公司仙桃市分公司,d36030dc-5537-4d29-9978-1ff9716fc859,113.426,30.3275,仙桃市工业园仙洪路21号,0728-3321959,0728-3321969,84628627,2,仙桃,湖北
357,46a5b723-489d-4b81-bbd8-98cbc2fa9c3e,DXJ003,广汽本田美富店,新疆美富汽车销售服务有限公司,ad224f48-a298-4f8a-bd2e-23c14e4df623,84.8997,45.5589,新疆克拉玛依市迎宾路39号,6246933,6246957,6246939,1,克拉玛依,新疆
361,2c85f132-339b-4bc3-bb29-e3d5c634e28c,DHLJ07,广汽本田名人店,佳木斯名人汽车销售服务有限公司,195af520-1574-4128-82ec-3999de759943,130.272,46.8057,黑龙江省佳木斯郊区友谊路609号,0454-8579299,0454-8597099（8571399）,8559999,1,佳木斯,黑龙江
364,4b3e053f-e814-40d1-8d75-2d06c7d9a924,DSC016,广汽本田南华店,达州蓉源汽车销售服务有限公司,dec562b8-02db-40fa-b7c2-1a440e25e724,107.499,31.1725,四川省达县南外镇杨柳工业配套园区D1-2-4,0818-2221988,0818-2221899,13320822800,1,达州,四川
365,f48a57e7-29f2-4245-b719-abb3afbc16e3,DXJ004,广汽本田南江店,巴州南江汽车配件销售有限责任公司,73ec5266-5c50-41fa-a42f-46135d422ea2,86.1723,41.7377,新疆库尔勒市迎宾路1号,0996-2116928,0996-2116908(2116678),-,1,巴音郭楞蒙古自治州,新疆
367,7aad25cb-7ff1-48b0-9730-e6667296b96e,DLN015,广汽本田欧亚店,朝阳欧亚汽车销售服务有限公司,a83fdc0d-3502-4a97-89d4-756908d3be02,120.397,41.5576,辽宁省朝阳市龙城工业园区中山大街5段160号,0421-3728888,0421-3991155（3729999）,3729999,1,朝阳,辽宁
368,dc51b404-8fc0-4c64-b4c9-2893b3ad5c86,DHEB18,广汽本田庞大宏宇店,迁安庞大宏宇汽车销售服务有限公司,5b9b1ccd-0f73-4442-af6b-7ec49b151984,118.727,39.9777,迁安市东部工业区长城大路4677-1号,0315-7615551(7611599),0315-7615559,0315- 7613777,1,迁安,河北
369,6d29e906-7f7d-4257-a930-fa1ae4fde736,DJL005,广汽本田庞大华庆店,白城庞大华庆汽车销售服务有限公司,a4e6fa04-42a0-4b5e-9068-0b521821150a,122.828,45.5761,吉林省白城市民营经济开发区立交桥西1000米,0436-6139555,0436-6-39116（6139188）,6139555,1,白城,吉林
370,a2bb8732-f609-44dd-bb0a-a8e0a297fe17,DHLJ08,广汽本田庞大华远店,绥化庞大华远汽车销售服务有限公司,66c3cdac-4453-4de1-a6a0-610704284825,126.982,46.5859,黑龙江省绥化经济开发区第五加油站南侧,0455-8120000,0455-8121236（8121226）,8122000,1,绥化,黑龙江
371,63c6e8dd-f65b-4ae5-b1f0-22685b75888e,DLN017,广汽本田庞大龙盛店,本溪市庞大龙盛汽车销售服务有限公司,e76be97f-e0e2-4bbe-82ef-0d2ab42e5eb5,123.848,41.3256,辽宁省本溪市明山区卧龙镇,0414-4638555,0414-4812062（4816999）,4816999,1,本溪,辽宁
373,f8376b50-c8e4-428a-b047-ec5abc4daa4f,DJL004,广汽本田庞大隆华盛店,延吉庞大隆华盛汽车销售服务有限公司,3bf26a53-9717-4c68-9327-d2eca67b985d,129.569,42.8958,延吉经济开发区长白山东路３８５８号(善生堂药业对面),0433-2868222（2826811/2836811）,0433－2867311（2827311/2837311）,2827311/2837311,1,延边朝鲜族自治州,吉林
375,71aa6e4f-da43-47a3-8ca5-b8ee0afd3010,DLN009,广汽本田鹏华店,辽宁鹏华汽车销售服务有限公司,39778812-def3-40f3-8646-ec2c89cf2c4b,123.757,41.8476,抚顺市望花区沈抚公路（南线）33号,0413-6590808,0413-6693535（6590808）,6590606,1,抚顺,辽宁
377,83d2f47c-939b-47d9-88fd-f105e7b0be1a,DHEN12,广汽本田濮华店,濮阳市濮华汽车销售服务有限公司,8705788a-abfc-4092-a725-72a9d305a82f,115.044,35.7811,河南省濮阳市市区京开道与中原路交叉口往北500米路西,0393-8973333,0393-8973003（8977717）,8918800,1,濮阳,河南
378,9bfc7280-6c63-4e0e-b6fc-35c7d0f8bee9,DSC015,广汽本田七星店,宜宾市锐奕汽车销售有限责任公司,28e1fd24-18db-401c-8d77-5a1e94e6fb0e,104.648,28.7529,宜宾市翠屏区南岸航天路南段6号,0831-5196711.5196765,0831-2221890(2221666),2221666,1,宜宾,四川
385,7f21271a-2d4b-481d-94b6-b42f17746a18,DLN016,广汽本田全中店,阜新全中汽车销售服务有限公司,303151e5-34e9-48c3-9647-f8d0a2607315,121.602,41.9933,辽宁省阜新市经济技术开发区沙海桥西450米,0418-6632222,0418-6617261（6282444）,6632222,1,阜新,辽宁
394,3c933b58-b2de-43cb-8d8b-a8b916f299e1,DHEN31,广汽本田瑞尚店,河南瑞尚汽车销售服务有限公司,d311c254-9a3d-4afe-99e9-b7934c79cab6,114.676107,33.65712,河南省周口市大庆路与太清路交叉口东段南侧,0394-8314444,0394-8304444,0394-8304444,1,周口,河南
521,f6e17222-0b5a-415f-9d91-e2a0081b2b11,DSD007,广汽本田银达店,威海市银达汽车贸易有限公司,161d8c98-5356-4b69-986e-61bb8d981ccd,122.06,37.5259,山东省威海市文化西路168号,0631-5690999,0631-5698266(5687555),5690999,1,威海,山东
403,69ccae0c-247b-4679-999b-71e0064880fc,DSXE14,广汽本田申亿店,山西申亿汽车销售服务有限公司,6431bdc3-e625-4194-89ab-096e0decbe67,112.69,38.4269,忻州市忻府区和平西街2号,0350-3132333（3132111）,0350-3131188,-,1,忻州,山西
408,61c1ba8d-8a69-476b-bb32-335f531846e8,DGX005,广汽本田晟驰店,玉林市晟驰汽车销售服务有限公司,8929fbc6-4174-4f3b-bbcb-d3848f1ad3e0,110.264,23.3056,广西玉林市人民西路南侧,0775-2638888,0775-3166816（2638888）,2635555,1,玉林,广西
410,7ed63945-c6f5-493b-b125-35fe09fffb3c,DSXE04,广汽本田盛博店,山西盛博汽车贸易有限公司,24a2e86f-060d-4cab-90d6-8da247849279,111.502,36.1052,山西省临汾市开发区河汾路6号,0357-3960911,0357-3960922（3960933）,3960988,1,临汾,山西
413,5d4ad68e-f47d-4a72-a68f-ceb0d4e8e2ee,DHEN16,广汽本田盛世店,漯河市盛世汽车销售服务有限公司,d0bdc7f8-205f-46b5-b4cc-ddf14f51e054,113.991,33.5512,漯河市漯舞路口与107国道交叉口西150米,0395-2991111,0395-2992222（2992777）,2992222,1,漯河,河南
418,8327167a-31e0-41eb-95ed-3b74cb558b30,DGX002,广汽本田顺成店,桂林市顺成汽车销售有限公司,13f80613-e8d4-4841-aa20-2e462dd5ac7b,110.320818,25.359197,广西桂林灵川八里街八里七路39号,0773-2626888,0773-2632789（2628766）,2626999,1,桂林,广西
420,a71d0c53-029b-48b1-be79-55310e16c8a1,DSD011,广汽本田顺吉店,东营顺吉汽车销售有限公司,2e845727-214d-4105-9b84-4cf07a5ac217,118.477,37.4189,东营市东营区西四路914号,0546-8183632,0546-8186066（8187188）,8186266,1,东营,山东
426,950f4e36-ffc1-46af-9bb7-929c1b41dd61,DJS027,广汽本田苏驰永胜店沭阳分店,宿迁苏驰永胜汽车销售服务有限公司沭阳分公司,325ddf75-f273-4bf2-b13d-434969d6e669,118.798,34.1158,沭阳县沭城镇苏州西路,0527-89983300,0527-89980091,84568112,2,宿迁,江苏
428,444592b0-7722-43ac-8ec6-55c3f09c1786,DNMG09,广汽本田泰达店,锡林郭勒盟利丰泰达汽车有限公司,9787af27-7c1f-4934-a56f-708653a4bb89,116.02,43.9223,锡林浩特市火车站北300米利丰园区,0479-6916660(6919103),0479-6919103,,1,锡林郭勒盟,内蒙古
431,3e4ceaae-d197-4303-825f-ce0d4d2db11a,DXJ002,广汽本田泰意店喀什分店,新疆泰意汽车销售服务有限公司喀什分公司,a048e47c-f5d7-43c9-a6ea-60ed120c375b,75.7549,39.4097,喀什市疏附县商贸城（五羊大道3号）,0998-3149666,0998-3149777,8772127,2,喀什,新疆
432,a1eb60b1-c248-460f-843e-6fc104f49cba,DSD015,广汽本田腾飞店,日照腾飞汽车销售服务有限公司,1c99a481-adc3-47d4-bf05-ddd734795021,119.477,35.4327,山东省日照市山东路中段488号,0633-8259999,0633-8216661（8258777）,8258998,1,日照,山东
434,1594a605-bdaf-4d9c-839e-447e36de5128,DHUN14,广汽本田天驰店,吉首天驰汽车销售服务有限公司,a5742b69-5859-40b6-97d4-41bb3c91a0ec,109.691,28.2583,湖南省吉首市人民南路与金坪路交汇处（州公路局旁）,0743-8532222,0743-8532119（8531118）,-,1,湘西土家族苗族自治州,湖南
439,f5d7d06c-fc56-44ea-b631-a95d551ae249,DHUN07,广汽本田天力店,常德市天力汽车销售服务有限公司,ca4a4432-759b-400c-90d0-92ba97ccfd4b,111.665,29.0788,常德市常德大道3700号（龙港路与常德大道交汇处）,0736-7809999,0736-7809555（7809333）,7809998,1,常德,湖南
440,e22c6718-34df-435a-a45d-2688001dd840,DHUN16,广汽本田天瑞店,岳阳市天瑞汽车销售服务有限公司,9ddc2191-62b3-4a34-a7a7-7485ea8d01f9,113.16,29.3724,岳阳市巴陵东路大桥村381号,0730-8708118,0730-8708090（8708116）,-,1,岳阳,湖南
441,1f19b126-286e-4b13-8bce-19d0996ece9d,DHUB07,广汽本田天顺达店,荆州市天顺达汽车销售服务有限公司,b0a637a6-cc6d-46bd-b323-0ebf9c9b2e88,112.206,30.3598,荆州市荆州区荆州大道中段1号（火车站楚源大道与荆沙大道交汇处旁）,0716-8446188,0716-8453555,8450699,1,荆州,湖北
442,17f3e46a-fad5-40df-b8b5-f4fcd1174e06,DHEN19,广汽本田天中店,驻马店市驿城区天中汽车销售有限公司,38517b58-79a7-4888-aba1-015810ae628b,114.046,33.0122,河南省驻马店市驿城区前进大道北段,0396-3825555,0396-3826318（3828999）,3820000,1,驻马店,河南
443,c60d8f80-f0dc-418d-93c7-e72fe5d4e438,DLN014,广汽本田铁欣店,铁岭市铁欣汽车销售服务有限公司 ,c8d8ad68-849e-4e7b-a901-50eb3d03e86d,123.81,42.2503,铁岭市银州区柴河街南段193号,0410-2615555,0410-2619999,72619999,1,铁岭,辽宁
444,2d07530f-0c8d-4c27-b84c-733ef1710363,DYN010,广汽本田通驰店,曲靖通驰汽车销售服务有限公司,1292297e-8012-419b-b14c-7bc1dfa49352,103.80281,25.55664,云南省曲靖市沾益区龙华街道龙华大道191号,0874-3160555,0874-3011755,4000096060,1,曲靖,云南
446,2fec3620-9c5f-474f-a1f7-bc6591654032,DHEB12,广汽本田通合店,衡水通合汽车销售服务有限公司,1aabc073-9bbf-4f67-a094-56e6752b4754,115.701,37.769,衡水市桃城区大麻森乡魏家村,0318-2821111,0318-2829999(2826098),2829999,1,衡水,河北
447,df60b7e1-9cea-4f8f-9dad-784cd2d48de2,DGZ004,广汽本田通源店,六盘水通源汽车销售服务有限公司,36d8afed-89ff-43f6-82a1-51e0a46592d2,104.812,26.6064,贵州省六盘水市钟山西路德坞高架桥北侧康达汽车城内通源本田,0858-6705599,0858-6705598,6705598,1,六盘水,贵州
449,3642e92c-be97-467e-a678-7fe06f658220,DHEB08,广汽本田同力店,张家口同力伟业汽车销售服务有限公司,b91a6d48-f4c4-4b6c-9599-5076561f5deb,114.897,40.7629,河北省张家口市宣化县沙岭子镇屈家庄村,0313-5981888,0313-5981884(5981885),5981889,1,张家口,河北
454,2b95965f-2e06-4c43-8e1d-d58b07855935,DNMG08,广汽本田万路店,通辽市万路汽车销售服务有限公司,bbe4983e-c41d-4586-be77-25b4ddf02adb,122.216,43.6466,通辽市河西开发区H区瑞丰汽贸园,0475-8623456,0475-8623911(8623901),8623911,1,通辽,内蒙古
457,65c698a9-bfac-41e7-a92b-3711d21f267f,DHEN32,广汽本田万顺店,新乡市太平洋汽车贸易有限公司,d0d944b0-1652-4e38-b6f8-ee68bd035dc1,113.91591,35.247594,新乡市新飞大道与德源路交叉口南200米路西,0373-5288888,0373-3512222,0373-3512222,1,新乡,河南
462,7b7c741e-3382-4aa8-8430-c42d75259cfe,DSD014,广汽本田伟东店齐河分店,德州伟东汽车销售维修有限公司齐河分公司,a587cb97-ba0e-4794-a8d6-36557a8f31e6,116.678,36.7235,山东省德州市齐河县京台高速口东688米路北,0534-5668888,0534 -5669999,2755995,2,德州,山东
465,2dcafa91-1a8e-49f5-b920-422d60f57660,DAH011,广汽本田稳达店,六安之星汽车销售服务有限公司,b0578133-6bbb-433d-865e-5ba117ae17b5,116.491,31.7439,安徽省六安市裕安区城南镇三中心向南500米（交警三大队对面）,0564-3613999,0564-3613762（3613767）,3613555,1,六安,安徽
469,2e02ae03-9a9c-4009-b24f-3706cf290462,DSC023,广汽本田下江店,四川下江汽车服务有限公司,a0078210-1294-4cec-98cb-e23c3d22e0fe,104.62093,30.127289,资阳市雁江区大千大道68号,028-24911111 ,028-24911119,028-24911119,1,资阳,四川
470,aed1ab52-7b5a-4a54-b52b-07bbc340a880,DHUN13,广汽本田湘中店,娄底湘中汽车销售服务有限公司,08c7894c-35ca-4c56-a0d4-d20c227e40ff,112.042,27.7429,娄底市娄星区湘阳街大科办事处方石村,0738-8767777,0738-8763222（8762677）,8763222,1,娄底,湖南
471,adb169e1-f59b-46ad-bcb4-8249e207b076,DNMG11,广汽本田祥泰店,呼伦贝尔市成宇祥泰汽车销售服务有限公司,10d2becd-1fe5-4e6a-9d68-44403ed3d169,119.748,49.118,鄂温克旗巴彦托海镇海伊公路东侧,0470-8986008,0470-8986009,18647000252,1,呼伦贝尔,内蒙古
482,fdbc0b0e-cac4-4a76-a44e-e43bb66c81b3,DHUN22,广汽本田新金泽店,邵阳新金泽汽车销售有限公司,9b2eee3b-36d2-451b-aaf1-e1edfdeb8358,111.498,27.2463,邵阳市双清区宝庆东路473号,0739-5160788,0739-5163828,13508429369,1,邵阳,湖南
483,4f642f59-76c7-4bf7-8eab-89bf5f9fb474,DHEB05,广汽本田新秦店,秦皇岛新秦高级轿车销售有限责任公司,35f9019b-f974-437b-bec6-bd609534efc7,119.545,39.9328,秦皇岛市开发区西环北路18号,0335-8388701/8388702,0335-8388705(8388703),8388706,1,秦皇岛,河北
484,060ee679-a6c5-4747-b492-5b0377172039,DAH004,广汽本田新区店,蚌埠市天元汽车销售有限公司,74f6bcb7-fb86-4fdf-a950-21a73775d135,117.357,32.9199,安徽省蚌埠市高新区迎宾大道西侧汽车城南路33号,0552-3713818,0552-3713297（3712333）,-,1,蚌埠,安徽
489,2f2dd772-7e1e-421b-9b21-84d0926dd60f,DNMG04,广汽本田鑫海店,内蒙古鑫海汽车贸易有限公司,5da0e6e4-212a-46ad-bd15-10d4277daa22,111.612,40.8226,内蒙古呼和浩特市回民区海西路广州本田鑫海店,0471-3952688,0471-3952488(3952588),3950777,1,呼和浩特,内蒙古
493,04557a0a-b8d2-46a2-aae1-286d2dce6d9b,DHEN14,广汽本田信诚店,信阳信诚汽车销售服务有限公司,e94cd502-ae4a-487c-b5ea-f5927feb69a1,114.15,32.1607,信阳市羊山新区龙飞山办事处银钱村,0376-3809888,0376-3809780（3809776),3809909,1,信阳,河南
494,755f070f-9b19-4fcf-9e7c-c9f694965bbe,DNMG03,广汽本田信达通店,鄂尔多斯市信达通汽车销售服务有限责任公司,56f09898-518e-43d5-979a-37e5bdd879a3,110.096,39.7865,内蒙古鄂尔多斯市东胜区铜川镇飞龙汽车城旁,0477-8101518,0477-8101513(8101516),8101510,1,鄂尔多斯,内蒙古
499,290eb8e4-364f-48d2-a5dd-b1eef48b8bfe,DHEB06,广汽本田兴和店宁晋分店,邢台市兴和汽车贸易有限公司宁晋分公司,1226991f-8d02-45fa-8cbb-744f8f072947,114.936,37.6198,宁晋县状元路南端（污水处理厂斜对面）,0319-5917333,0319-5917345,13102588888,2,邢台,河北
502,6b10e604-1d57-4d60-9cca-5edb7f1959c8,DSD050,广汽本田兴泰店,泰安市全润汽车销售服务有限公司,a54de771-2555-4fdc-922e-6475742381c4,117.03993,36.162713,山东省泰安市岱岳区泰山国际汽车城内,0538-8898677,0538-8895977,0538-8895977,1,泰安,山东
505,c2ab8c7d-b8c1-4548-b3c3-de4a1fe98242,DLN010,广汽本田星河店,盘锦星河汽车销售服务有限公司,ad97e89e-35ef-48f9-8f87-9cd54e99241a,122.045,41.1506,辽宁省盘锦市兴隆台区辽河中路62号,0427-2879088 /2878199,0427-2877915（2877008）,2878199,1,盘锦,辽宁
509,487d3e90-89e1-44eb-ac8b-0d783bcd7886,DSXE05,广汽本田雅特店襄垣分店,长治市雅特汽车贸易有限公司襄垣分公司,63414a1c-9f90-4eea-a1f6-8593c3d402ef,113.036,36.5343,长治市襄垣县长兴路(焦炭公司),0355-5876000,0355-5876111,6069066,2,长治,山西
510,51ae2176-0157-4c7e-978e-5b23b50eb3c2,DAH012,广汽本田亚本店,宣城亚本汽车销售服务有限责任公司,2804704d-21d5-4ce8-b839-661d756af683,118.737,30.9353,安徽省宣城市昭亭南路亚夏汽车城,0563-2627111,0563-2627273（2627266）,,1,宣城,安徽
511,b2e0f42c-fdd1-43c1-bc2d-71ee7708c2a8,DAH015,广汽本田亚晖店,黄山亚晖汽车销售服务有限公司,bd58e677-e533-4ce1-8c44-151f8164f1b6,118.263,29.7513,黄山市屯溪区经济开发区齐云大道,0559-2531222,0559-2539222（2561177）,2539222/18905593077,1,黄山,安徽
512,5bbaec8a-8677-4bd3-afed-404a78795321,DSC019,广汽本田亚龙店,遂宁市亚龙汽车销售有限公司,03739cfe-4df2-4de0-b547-87bb5a99775a,105.576005,30.464167,遂宁市船山区中国西部现代物流港梵云大道858-888号,0825-5893333,0825-5895555,0825-5821119,1,遂宁,四川
513,ead6c15d-8da9-457b-8530-35fea99d8148,DAH002,广汽本田亚夏店,芜湖亚夏汽车服务有限责任公司,09c4c13b-44b3-4516-990b-ff4069458d35,118.394,31.3636,芜湖市鸠江区弋江北路亚夏汽车城,0553-2878777,0553-2879006(2879002),2879015,1,芜湖,安徽
519,4c635a88-2d2f-47f6-9e5e-de01d4404e42,DNMG02,广汽本田益友店,包头益友汽车销售服务有限公司,fbd50e1a-2e00-4fc2-be4e-12955d918b8d,109.866,40.6435,包头市青山区友谊大街东段29号五一小区,0472-5157185,0472-5135014(5157929),5157990,1,包头,内蒙古
520,2849d75a-d071-45b9-9bd7-7a3f040a0b0d,DGD038,广汽本田溢田店,阳江市溢田汽车销售服务有限公司,a20dc33c-6028-457d-994a-700d236ee607,111.995,21.8738,广东省阳江市东风三路138号,0662-3308888,0662--3308899（3633332）,3633330,1,阳江,广东
523,9066a758-9b84-4b16-abbb-e17174c717de,DSXE02,广汽本田银隆店,山西银隆汽车贸易有限公司,9e95c837-6c67-4e41-92f3-3c4c0fca4d42,113.294,40.062,山西省大同市南三环路98号,0352-5393800,032-5038952（5393805）,5038952,1,大同,山西
526,51cb49a3-98a1-492e-b18f-2273e955e087,DHUN17,广汽本田永久店,永州广源汽车销售服务有限公司,b8700d48-95f3-4455-833b-5a0c5a2f507c,111.599,26.4038,湖南省永州市冷水滩区湘江西路（长丰工业园）,0746-8417666,0746-8457100（8412999）,-,1,永州市,湖南
529,ba12578f-ef59-4b12-addf-a0581e5becab,DSC006,广汽本田友好店,四川德阳友好车业有限公司,9bf69ed3-7913-4a4a-9735-89f8f7d8c165,104.383,31.0732,四川省德阳市旌阳区泰山南路三段82号,0838-2603511,0838-2603637(2600588),2601555,1,德阳,四川
531,a96bcf23-5491-4daa-9fc2-68972a4d2861,DHUB09,广汽本田友谊店天门分店,武汉市浩田汽车销售服务有限公司天门分公司,008e193e-c4d0-4470-ba16-3eb6352eb722,113.19,30.6086,天门市小板镇金科陆宇汽车大市场,0728-5358555,0728-5358555,86702888/13986108689,2,天门,湖北
534,a2a5fb55-792c-4dce-8757-2058c4e7d203,DHUB17,广汽本田宇田店,湖北孝感宇田汽车销售服务有限公司,0bd320cb-5426-4c0d-b34e-2e350ec15317,113.962,30.8847,孝感市孝感大道特2号(孝感市孝南经济开发区新华社区),0712-2499999,2499993,18986504999,1,孝感,湖北
536,709f3c03-fe33-4438-ada6-87325149ff99,DAH009,广汽本田雨骏店,马鞍山雨田思雅汽车销售服务有限公司,9dc6158a-d3f0-4093-bfec-572155b2610c,118.492,31.6383,马鞍山市经济开发区湖西南路7号,0555-2110099,0555-2109939（2109991）,2110068,1,马鞍山,安徽
539,4be7c771-d670-442d-b336-b76bb4ace9f1,DYN003,广汽本田玉溪店,云南玉溪诚田汽车销售有限公司,fdcd5cdd-26f4-4daa-bb3b-259e329157f1,102.549,24.3638,云南省玉溪市红塔区龙马路中段,0877-2616111,0877-8885861（8880877）,2611888,1,玉溪,云南
540,f17ae7d0-7642-421a-a38a-9435df78b03a,DYN003,广汽本田玉溪店普洱分店,云南玉溪诚田汽车销售有限公司普洱思茅区分公司,9557e657-80db-495a-b140-2f07f65726cf,100.987,22.8063,普洱市思茅区普洱路,0879-2203933,0879-2201903,2611888,2,普洱,云南
541,457d8419-aaa8-46c3-aa45-104ecbd5da48,DAH010,广汽本田远创店,淮北远创汽车销售有限公司,635c206e-b7e4-4027-a198-33ab211c52cd,116.795,33.9275,安徽省淮北淮北市相山路汽车城1号,0561-3119933,0561-3119900（3112727）,3119955,1,淮北,安徽
542,8049630b-5629-4903-bf47-e0baa540ccc7,DGD028,广汽本田远达店,韶关市远达汽车销售有限公司,2a5147d5-2ca3-4a89-873a-64f9cbf3a7e0,113.587,24.7824,韶关市韶南大道北11号,0751-8282888,0751-8286823（8299688）,8282333,1,韶关,广东
545,762e6423-0073-4bee-8ef6-080791c38a0d,DSXW13,广汽本田泽胜店,延安泽胜汽车销售服务有限公司,d905b22b-5e8a-418c-82a2-d8db567d468d,109.456353,36.64056,陕西省延安市宝塔区陵园路合力北郊车城,0911-8808886,0911-8808885,0911-8808885,1,延安,陕西
547,a2753bc0-7d66-494f-839d-21b967f3cff6,DGD013,广汽本田肇田店,肇庆市肇田汽车服务有限公司,127f61d0-175a-4f18-989a-cee0d5a94275,112.492,23.1042,广东省肇庆市端州区迎宾大道北侧 ,0758-2716655,0758-2716888（2716711）,2716888,1,肇庆,广东
554,932cdccc-438f-4698-848d-b653d6825206,DGD036,广汽本田志诚店,潮州市志诚汽车贸易有限公司,a8c8cc2e-1a3f-47f0-a175-14af2ad4f1b0,116.579,23.6395,潮州市火车站开发区广场西侧,0768-2973288,0768-2973628（2973188）,2973628,1,潮州,广东
557,4ea5845d-c94d-498f-85e7-e10fa6b1f876,DXJ005,广汽本田致远店,阿克苏南疆致远汽车服务有限责任公司,0276560f-d622-4da3-ae05-4858e5fca45f,80.2944,41.1455,阿克苏金土地汽车城13号展厅,0997-2620006,0997-2671199,0997-2671199,1,阿克苏,新疆
562,8504974a-261e-4f81-bc04-a66f1f950db5,DJL002,广汽本田中升创嘉店,吉林中升宏达汽车销售服务有限公司,ae1db8c9-6d34-4bac-8071-33bd9df4b4a5,126.515,43.8623,吉林省吉林市越山路199号,0432-62739377,0432-62739881（62739388/65118555）,13704310400,1,吉林,吉林
568,ddf1e988-a3b0-48b6-a4d4-ee3686b5a6eb,DHAN02,广汽本田中升迎宾店,三亚中升宏达汽车销售服务有限公司,e2d34d6e-b2ee-471c-b471-e39b72ad0a10,109.84,19.8817,海南省三亚市迎宾路492号,0898-88881666,0898-88713288(88713303),88713999,1,三亚,海南
569,172a0bd6-9ac1-4774-b7d7-5c6a0165d2b9,DSC020,广汽本田中盛店,攀枝花市大昌汽车销售服务有限公司,1ec9a15e-d098-4bbb-a2b5-574bee2a603f,101.669702,26.567907,攀枝花市仁和区南山工业园区综合楼主楼一楼,0812-6011888,0812-6011666,0812-6011666,1,攀枝花,四川
573,f7ffc14f-7635-474c-9d0e-e92a51fd00fc,DAH005,广汽本田中源店临泉分店,安徽中源汽贸集团有限公司临泉分公司,1d17466e-2d27-4010-a911-59ad5e654761,115.248,32.9098,临泉县工业园区,0558-6272222,0558-6176099,2199922,2,阜阳,安徽
