id,title,functions,contacts,contact,address,lal
1198,扬州亿翔汽车销售服务有限公司,,514003,86164088,江苏省扬州市江都区国际汽车城,"119.40301,32.442137"
1201,佳木斯亿鑫汽车销售有限公司,,454008,3992288,佳木斯市友谊路192号,"130.3108,46.815239"
1205,芜湖四招汽车服务有限公司,,553703,3118663,芜湖市鸠江区玮次路芜湖汽车服务中心（芜宣高速北侧，纬次路南端）8#,"118.380366,31.378663"
1212,苍南吉易汽车贸易有限公司,,577007,26878855,浙江省苍南县灵溪镇苍南大道和建新路交叉口,"120.442748,27.537662"
1218,平顶山市广安汽车销售服务有限公司,,375001,0375-8831111,平顶山市卫东区建设路与许南路交叉口东200米路北,"113.318499,33.724143"
1220,喀什振越汽车销售服务有限公司,,998801,2653999,新疆喀什市世纪大道,"76.030038,39.474666"
1222,六安祥泰汽车销售服务有限公司,,564702,2816166,六安市三十铺东方汽车城南京路,"116.577987,31.765"
1227,佛山市博润汽车销售有限公司,,757009,0757-81852501,佛山市南海区桂城街海八路华南汽车城G12号之三,"113.133939,23.073417"
1228,宿州市远诚商贸有限公司,,557702,3152777,安徽省宿州市循环经济示范园区仁和路汽车城内,"116.98438,33.646871"
1229,衢州吉豪汽车销售服务有限公司,,570703,8520888,衢州市衢江区东迹大道886号101室,"118.969142,28.976451"
1232,临沂市天立汽车销售服务有限公司,,539008,3101166,临沂市河东区人民大街与温泉路交汇北200米,"118.436366,35.091343"
1235,南阳天义豪汽车销售服务有限公司,,377702,0377-63521118,南阳市信臣路兰营水库靳岗法院向西200米路北,"112.504501,33.028667"
1237,绵阳博仕通汽车销售服务有限公司,,816008,2251888,绵阳市经开区文武中路9号,"104.773445,31.42434"
1239,宁波鑫隆博越汽车销售服务有限公司,,574001,0574-62788833,余姚市阳明街道丰山前村,"121.145787,30.063841"
1242,安顺市天华汽车商贸有限公司,,853202,33517688,安顺市西秀区货场路92号,"105.947381,26.232876"
1250,沈阳华易达汽车销售有限公司,,240009,25446888,沈阳市铁西区北二西路2号1门,"123.359524,41.822407"
1255,大城县克林汽车销售有限公司,,316209,0316-7092593,大城县新车站北2.5公里路西,"116.662283,38.701243"
1257,贺州市日月机电销售有限公司,,774009,5293309,广西省贺州市八步区建设西路132-136号,"111.532911,24.419716"
1259,铁岭天广吉祥汽车销售服务有限公司,,240011,024-72617111,铁岭市经济开发区机动车交易市场园区帽山街2号,"123.788746,42.234683"
1268,费县春华汽车销售服务有限公司,,539006,5936808,山东省临沂市费县东外环新一中斜对过费县远通院内,"118.035946,35.250785"
1269,阿勒泰超越商贸有限责任公司,,906801,3398888,阿勒泰市北屯西北路319省道以北原工业小区以南,"87.824542,47.358391"
1272,重庆海宇汽车销售服务有限公司,,230019,72237999,重庆市涪陵区董家湾杨家坡B栋1-1号,"107.380749,29.707368"
1275,安庆和庆汽车销售服务有限公司,,556006,0556-5705888,安徽省安庆市宜秀区英德利国际汽车城二期6幢9号、15号,"117.058295,30.573424"
1276,大同市启舰汽车销售服务有限责任公司,,370009,7563111,大同市开发区恒安街樊庄村口,"113.409186,40.068668"
1282,吕梁庚星贸易有限公司,,358703,3396899,吕梁市离石区交口镇聚富汽贸园内,"111.094802,37.492548"
1287,鹤岗市盛世鸿途汽车销售服务有限公司,,468701,14704685558,鹤岗市东山区新一鹤萝公路二公里处,"130.343287,47.336375"
1290,唐山骥远汽车销售服务有限公司,,315708,0315-5932666,河北省唐山市路南区吉祥路南侧（汽车文化展示园）,"118.25988,39.633845"
1296,奎屯华岳汽车销售服务有限公司,,992803,3335551,奎屯市南环西路63号（新疆北疆国际机电贸易园A区6号）,"84.904495,44.413523"
1301,肥城乾和汽车销售服务有限公司,,538006,13280000720,肥城市亿丰汽贸城（泰临路与肥梁路交界口）北400米路西,"116.690999,36.20486"
1310,蚌埠盈通汽车销售服务有限公司,,552701,0552-3227333,蚌埠市迎宾大道国际汽车城北一路,"117.332666,32.876944"
1313,哈尔滨吉美丰汽车销售服务有限公司,,451209,88007878,哈尔滨市道里区机场路38号,"126.554628,45.708375"
1314,驻马店市广汇汽车销售服务有限公司,,396003,0396-3820999,驻马店市华骏大道中段,"114.071832,32.990594"
1317,福建省吉沃汽车贸易有限公司,,591003,83305333,福建省福州市晋安区龙安路364号7号建筑,"119.355275,26.089356"
1321,永州赛路丰汽车销售服务有限公司,,746702,0746-8662868,永州市零陵区潇湘汽车城内,"111.639943,26.298228"
1322,新密市正明汽车销售服务有限公司,,371015,55061666,新密市嵩山大道与大鸿路交叉口向西100米路南,"113.367139,34.533391"
1327,毕节市原源汽车销售有限公司,,857209,7116266,"毕节市学院路东城映像三期8,、9号门面","105.32248,27.296005"
1328,张家口庞大豪庭汽车销售服务有限公司,,313209,5971081,张家口宣化县沙岭子镇太师湾村庞大汽贸院内吉利店,"114.938153,40.6903"
1333,绍兴豪庭汽车销售服务有限公司,,575008,88157878,绍兴市袍中北路515号,"120.617065,30.099296"
1334,西藏正商汽贸有限公司,,891209,6789958,拉萨市罗布林卡路21号,"91.060744,29.66211"
1338,烟台瑞沃汽车销售服务有限公司,,535009,05356010788,山东省烟台市芝罘区机场路158号 ,"121.371386,37.498396"
1339,张家界市华云汽车销售服务有限公司,,744702,8577888,张家界市西溪坪贸易路,"110.507471,29.119996"
1340,池州市吉祥汽车销售服务有限公司,,566003,5200000,池州市站前区青莲路4S店聚集区,"117.53463,30.623663"
1341,德阳市博澳汽车销售服务有限公司,,838009,2655332,德阳市旌阳区泰山南路二段798号,"104.397506,31.112148"
1342,白银顺泽汽车销售有限公司,,943202,09438508199,甘肃省白银市白银区银西国际汽车城,"104.174505,36.537982"
1343,白山市吉盛汽车销售有限公司,,439701,3559666,浑江区营白公路入口处北900米,"126.446038,41.953364"
1346,株洲日丰汽车贸易有限公司,,731004,28245222,株洲市荷塘区红旗中路43号,"113.163387,27.870809"
1347,普洱市普达汽车销售有限公司,,879009,2166606,普洱市思茅区8号路（原老炮团内）,"100.993226,22.807364"
1348,怀化市长友汽车贸易有限公司,,745205,2777770,怀化市红星南路西南汽车城,"109.98037,27.539024"
1349,蒙城县福泰汽车销售服务有限公司,,558702,7955555,蒙城县汽车产业园区三阳路南侧,"115.871673,32.845917"
1350,宜春和源实业有限公司,,795005,2178881,江西省宜春市袁州区环城西路鹏晟汽车4栋8号,"124.906126,45.087131"
1351,湖北天月鑫汽车销售服务有限公司,,714005,3693333,黄冈市黄州区南湖大道38号（南湖汽车园）,"114.906755,30.44124"
1353,喀什通工吉沃汽车销售服务有限公司,,998005,2679009,喀什经济开发区深圳产业园创业三路,"76.00999,39.459909"
1355,永清县兴安汽车贸易有限公司,,316803,7088538,永清新汽车站对面廊霸路新汽车站西侧,"116.732004,39.205754"
1356,太原市老兵经贸有限公司介休分公司,,354004,7229111,介休市定阳西路150号南门桥外,"113.586414,37.901023"
1358,临汾市吉照汽车销售服务有限公司,,357005,2881123,临汾市经济技术开发区工业路1号,"111.530916,36.117492"
1359,商丘市邦胜汽车销售有限公司,,370702,2225222,河南省商丘区民主西路中原车城西,"115.60044,34.446261"
1360,广西南宁资瑞汽车销售服务有限责任公司,,771009,3389290,南宁市兴宁秀厢大道124号,
1361,马鞍山同孚汽车销售有限公司,,555001,0555-2477777,马鞍山雨山经济开发区九华西路1350号,"118.488437,31.660461"
1362,辽源市辉业汽车销售有限公司,,437701,6682000,0000辽源市龙山区工农乡苇塘村三组（车管所东行600米）,"125.137494,42.907424"
1363,常熟市利康汽车销售服务有限公司,,512802,52577588,常熟市虞山镇东三环路杨荡村,"120.78904,31.680729"
1366,伊犁嘉祥汽车销售有限公司,,999006,0999-7857818,伊宁市巴彦岱中亚汽车博览中心D1-2,"81.219684,43.980224"
1367,莱芜龙昌汽车销售有限公司,,634703,6785888,莱城工业区北环路,"117.658525,36.292802"
1368,阳江宏泰汽车销售有限公司,,662002,6205678,阳江市阳东区东城镇那味村委（洲扮河）,"112.013801,21.882489"
1371,十堰市鑫伦工贸有限公司,,719802,8783888,十堰市茅箭区东风大道15号3幢,"110.78415,32.62576"
1372,钦州开心汽车服务有限公司,,777701,5581555,钦州市北部湾大道中段新隆市场对面沙窝村村旁,"108.624845,21.946601"
1374,北屯福瑞祥汽车销售服务有限责任公司,,906001,3185888,新疆北屯市318省道7公里处神州汽车城5号展厅,"87.814049,47.358323"
1375,揭阳市粤达汽车有限公司,,663002,3993333,揭阳市揭东经济开发区206国道西侧、开发区301号路南侧,"116.361709,23.606748"
1376,张掖市盛驰汽车销售有限公司,,936701,8850555,张掖市甘州区张火公路1.5公里处,"100.490806,38.95497"
1377,阳泉三江吉吉汽车销售有限公司,,353001,2112258,阳泉市郊区李家庄乡冯家庄村,"113.586414,37.901023"
1378,深圳市吉顺汽车销售有限公司,,755703,0755-28020808,深圳市龙华区观澜街道观光路1119号,"114.047487,22.701188"
1380,抚顺市新时代汽车销售有限公司,,413001,52363888,抚顺市新抚区十一道街1号楼9号,"123.875751,41.867538"
1382,鹤壁新业汽车销售服务有限公司,,392005,3556888,鹤壁市淇滨区107国道淇河桥南500米路东,"114.27231,35.737272"
1383,鄂尔多斯市天星汽车贸易有限公司,,477008,0477-8123654,鄂尔多斯市东胜区北出口利丰天意汽车城,"110.126503,39.790877"
1384,襄阳承鼎汽车销售有限公司,,710008,710-2177177,襄阳市襄州区深圳工业园B316-5号,"112.255346,32.120963"
1385,宁乡县手拉手汽车销售服务有限公司,,731005,0731-87817666,湖南省长沙市宁乡县楚沩东路136号,"112.557617,28.255838"
1386,淮南市盛瑞汽车销售有限公司,,554001,8896668,淮南市八公山区飞虎检测站旁,"116.768074,32.712781"
1388,平江县鑫隆汽车销售服务有限公司,,730009,0730-6220931,岳阳市平江县城关镇平伍公路北侧南山平安社区,"113.596122,28.692925"
1390,聊城市广大汽车销售有限公司,,635803,2946789,聊城市光岳路北段路东,"116.034931,36.485167"
1392,百色桂通汽车销售服务有限公司,,776701,2222880,百色市大旺路1-3号,"106.63727,23.894864"
1394,重庆市鼎黔汽车贸易有限责任公司,,230021,79819888,黔江区西站（高坎子加油站对面）,"108.751314,29.525852"
1395,重庆市创悦汽车销售有限公司,,230020,023-63203388,重庆市渝北区民安大道136号,"106.52833,29.606847"
1396,重庆金帆汽车销售有限公司,,230220,023-88265629,重庆市九龙坡区袁家岗兴隆社奥体中心A8-3,"106.515972,29.530456"
1398,淮安市泰佑汽车销售服务有限公司,,517003,89335151,淮安市水渡口大道119号,"119.112601,33.618339"
1399,重庆市合川区东源汽车销售有限公司,,230022,023-85138988,重庆市合川区合阳办合州实业路1号1幢合州综合市场5号楼,"106.272365,30.02299"
1401,苏州市天丰泰汽车销售服务有限公司,,512010,69387150,苏州市吴中区木渎镇中山东路111号,"120.537722,31.261453"
1402,佛山市博润汽车销售有限公司,,757009,0757-81852501,佛山市南海区桂城街海八路华南汽车城G12号之三,"113.133939,23.073417"
1403,北京富电新能源汽车销售有限公司,,100501,400-1666801,北京市朝阳区南四环东路89号,"116.441584,39.839032"
1404,南京联润汽车销售有限公司,,250002,52632179,南京市大明路应天大街交叉路口,"118.816856,32.008731"
1405,陕西意林汽车销售服务有限公司,,290016,86550688,西安经济技术开发区凤城四路66号,"108.941221,34.332361"
1406,渭南信天游汽车销售服务有限公司,,913006,2181556,陕西省渭南市经开区申华汽博园内,IK/\
1407,武安市西贝汽车销售有限公司,,310006,5670000,邯郸市武安市东二环路邯郸邯武国际汽车城园区内,"114.266073,36.687244"
1408,陇南市陇胜吉通汽车贸易有限公司,,939001,8652444,甘肃省陇南市武都区钟楼滩吉利汽车,"104.925984,33.404974"
1409,临朐博远汽车销售服务有限公司,,536010,0536-3779111,山东省潍坊市临朐县南环路与盘龙路交汇处（临朐汽车站东门）,
1410,成都吉利汽车超市连锁有限公司乐山分公司,,833003,2630966,乐山市市中区棉竹镇袁坝村二乐夹路68号,"103.703176,29.624571"
1411,驻马店信和汽车销售服务有限公司,,396008,3533555,驻马店市开源大道与驿城大道交叉口北200米（车管所北门）,"114.065604,33.020948"
1412,江门市辉胜达贸易有限公司,,750009,3230588,江门市蓬江区建设三路163号A区,"113.070281,22.642048"
1414,绍兴博瑞汽车销售服务有限公司,,575009,057582712000,绍兴市上虞区小越镇吉利4S店（329国道裘皮城往东500米）,
1415,淄博嘉隆汽车销售有限公司,,533013,0533-2363999  ,淄博市张店区中心路178号  ,"118.075789,36.835247"
1416,泰安市腾隆汽车销售有限公司,,538012,5366888  ,山东省泰安市岱岳区天平街道泰山国际汽车城  ,"117.038518,36.160865"
1417,成都吉利汽车超市连锁有限公司宜宾分公司,,831005,0831-5193777,宜宾市临港经济技术开发区港元大道西段九号,
1418,安徽汇吉汽车销售服务有限公司,,564009,3360555,安徽省六安市312国道南侧金太阳汽车城,"116.574395,31.760151"
1419,泉州市吉沃实业有限责任公司,,595007,28755666,晋江市罗山街道后林社区福兴路589号,
1420,宿迁市安润汽车销售服务有限公司,,527006,88979888  ,宿迁市双庄国际汽车城迅驰路吉利4S店,"118.243437,33.937895"
1421,威海市银河银海汽车销售服务有限公司,,631003,5925333,威海市经济技术开发区青岛南路198号,"122.168431,37.393946"
1422,成都吉利汽车超市连锁有限公司眉山分公司,,280021,38208777,眉山市东坡区铁环路中段,"103.823944,30.073941"
1423,贵州智合汽车销售有限公司,,859009,0859-3818996,贵州省黔西南兴义市栖霞路天合汽车城内,"104.880587,25.102918"
1424,商丘晨翼汽车销售有限公司,,370006,0370-2790111,商丘市梁园区中原车城金桥路与新兴路交叉口北500米东侧  ,"115.60222,34.456539"
1425,鞍山博大汽车销售服务有限公司,,412007,7262333,鞍山市千山区建设大道616号,"41.8.53,122.56.28"
1426,阜阳懿源汽车销售有限公司,,558011,2255999  ,阜阳市开发区汽贸物流园经六路188号,"115.868156,32.844196"
1427,四川省城市车辆置业有限责任公司,,280019,028-85146772,成都市火车南站西路865号,"104.052189,30.607813"
1428,青海吉瑞汽车销售服务有限公司,,971010,4728222,青海省西宁市青海西宁经济开发区金峰路1号3号东川工业园区1号,"101.87565,36.568822"
1429,南部县阳光新能源汽车零部件有限公司,,817009,5566222,南部县向阳大道100号,"106.348052,31.348052"
1432,平顶山市有道汽车销售有限公司,,375006,2350808,河南省平顶山市卫东区建设路东段（工业园对面）,91410400MA3X832U2Q
1433,随州长欣汽车销售有限公司,,722006,3941559,湖北省随州市北郊星光一路星光汽车市场,"113.385662,31.767987"
1434,青岛长丰汽车销售有限公司,,532016,0532-81123328,山东省胶州市兰州东路699号,"120.079144,36.298077"
1435,太仓永通华阳汽车销售有限公司,,512016,53116885  ,太仓经济开发区太平北路111号7B栋104号  ,"116.445088,39.819239"
1436,南充圣奇车业有限公司,,817008,2177666 ,南充街市顺庆区潆溪街道办潆康路兴华车业内（车管所斜对面）,"106.05,30.88"
1437,菏泽市吉源汽车销售有限公司,,530006,2073222,山东省菏泽市高新区万福办事处中汇国际汽车园  ,"115.430301,35.28354"
1438,西昌博豪汽车销售服务有限公司,,834009,0834-6986661,西昌市航天大道一段253号,"102.22064,27.918413"
1439,焦作市中远汽车销售有限公司,,391008,3139999,焦作市迎宾路与南海路交叉口西南角,914108800MA3X6KK07M
1440,保山众驰汽车销售服务有限公司,,875009,2168887,保山市隆阳区永昌路与惠通路交叉口往北20米西侧,"99.185394,25.123838"
1441,三明市成业汽车销售有限公司,,598208,7995777  ,三元区大坂工业园奔宝瑞通汽车城内3号2幢展厅1层,"117.577096,26.237659"
1442,温州博程汽车销售服务有限公司,,577011,85500066,温州市瓯海大道387号,"120.67098,27.966425"
1443,吉林市吉立合汽车销售服务有限公司,,432009,64567891,吉林市船营区雾凇西路139号,"126.514519,43.864937"
1444,杭州豪跃汽车销售服务有限公司,,571014,22810222,杭州市萧山区通惠北路208号,"120.296359,30.221522"
1445,广西玉林甘霖汽车销售服务有限公司,,775009,2668588,玉林市经济开发区东区人民东路南侧,"110.193831,22.654097"
1446,安阳市昌沃汽车销售有限公司,,372005, 3166918,安阳市文峰区光明路南段（豫北汽车城院内）,"114.417728,36.060332"
1447,海宁东吉汽车销售服务有限公司,,573008,89268555  ,海宁市海宁经济开发区双树泾路1号,"120.673995,30.532945"
1448,松原市顺祥汽车销售服务有限公司,,438007,0438-2830555,松原市郭尔罗斯大街8188号 ,"124.769438,45.14558"
1449,北京隆晟通达汽车销售服务有限公司,,100029,82713991,北京海淀区八达岭高速西三旗桥南1200米路西,"116.342843,40.049342"
1450,新疆博润之星汽车销售有限公司,,991018,8870200,乌鲁木齐市水磨沟区南湖北路842号A栋,"87.613591,43.861996"
1451,重庆博锦汽车销售服务有限公司,,230027,023-62552255,重庆市巴南区渝南大道66号,"106.567949,29.468874"
1452,惠州市吉乾汽车贸易有限公司,,769009,3296377,惠州市惠阳区淡水永兴路桥背卫生局斜对面铺位1-6号,
1453,怀化泰丰汽车销售有限公司,,745008,0745-2218588,怀化市鹤城区南环路(国际汽车城内)  ,"110.003273,27.524757"
1454,佛山市博海汽车销售服务有限公司,,757010,66882089  ,佛山市禅城区佛山大道中83号佛山（国际）车城北区四座首层1-3号,"113.106037,23.013535"
1455,昌吉市华创汽车销售有限公司,,994802,09942591055,昌吉市乌伊西路闽昌工业园幸福路新疆光亚国际汽车城9、10号  ,"87.22221,44.045958"
1456,厦门市俊得利汽车贸易有限公司,,592010,3232088  ,福建省厦门市同安区集安路695号,
1457,郴州圆融汽车销售服务有限公司,,735006,2128333, 湖南省郴州市北湖区七里大道200号,"113.048191,25.767711"
1459,济南博业汽车销售服务有限公司,,531010,86308711,山东省济南市槐荫区二环西路3468号市场东区18号展厅,"116.943129,36.696849"
1460,东营凯华汽车销售服务有限公司,,546006,7765577  ,东营市经济开发区东八路西与辽河路交汇处,"118.765697,37.443525"
1461,枣庄德源汽车销售服务有限公司,,632008,5209666,山东省枣庄市市中区西华路齐村后村北首,"117.536763,34.889935"
1462,河源市嘉进龙汽车销售服务有限公司,,762009,3122101,河源市源城区源南镇风光村河浦大道（205国道）东边（中天钢材旁）,"114.692102,23.700062"
1463,中山市星时代汽车贸易有限公司,,760019,89888876,中山市小榄镇菊城大道永南汽车城  ,"113.225736,22.647835"
1464,重庆渝鑫睿骋汽车销售服务有限公司,,230033,023-49579888 ,重庆市永川区昌州大道中段629号1-2 ,"105.907785,29.36822"
1465,阿克苏华创汽车销售服务有限公司　,,997006,4563866,阿克苏市温宿县大欣汽车城4号展厅,"80.250223,41.228125"
1466,蚌埠市涌越汽车销售服务有限公司,,552006,3762555,安徽省蚌埠市禹会区迎宾大道国际汽车城和谐路1155号,"117.319062,32.868036"
1467,金昌市宝奥汽车销售有限公司,,935003,8810888  ,金昌市金山区河雅路亚通车城七号展厅一号楼,"102.232769,38.542029"
1468,宁波豪瑞汽车销售服务有限公司,,574009,58989788,慈溪市逍林镇新园村,"121.315162,30.17463"
1469,中山市中晟汽车销售服务有限公司,,760008,076028183338,中山市东升镇东升高速出口105国道边厂房第一卡,"113.314075,22.604976"
1470,北京北方瑞意达汽车销售服务有限公司,,100613,010-87744975,北京市朝阳区广渠东路方家村甲1号-1,"116.525342,39.898655"
1472,长垣安盛汽车销售有限公司,,373007,0373-8866668,长垣县南蒲山海大道东段（金色阳光汽车城）,"114.692582,35.181628"
1473,内江四达翔跃汽车销售有限公司,,832009,2063666,内江市市中区汉渝大道1738号 ,"105.043826,29.582574"
1474,泰州市铭晟农机销售有限公司,,523005,82909999,江苏省泰州市农业开发区铁路北侧100米,"119.971256, 32.538043"
1475,成都新锋吉利汽车销售服务有限公司,,280027,85000818,成都市双流县龙桥路140号吉利汽车4S店,"30.6042520000,103.9550810000"
1476,舟山市弘光汽车销售有限公司,,580001,0580-2922888,定海区甬东黄土岭广华医院对面,"122.16227,29.999654"
1477,运城市瑞利汽车销售服务有限公司,,359009,0359-2517555,山西省运城市经济技术开发区机场大道北（诺维兰汽车公园内）,"110.956706,35.122908"
1478,广州铭悦汽车销售服务有限公司,,200020,020-62269988,广州市黄埔区中山大道东389号101A102,"113.439365,23.110581"
1479,蒙城县春雨慧利汽车销售服务有限公司,,558013,7696110,蒙城县经济开发区尉迟大道西侧，政通路南侧,"116.592599, 33.243444"
1480,湘西华瑞汽车贸易有限公司,,743005,07438726777,湖南省吉首市湘西经济开发区吉凤办事处湾溪社区武陵国际汽车城内,"28.2309989424,109.6699520498"
1481,云浮市博润汽车销售有限公司,,766009,8811000,云浮市云城区环市东路324国道新富云岗石场旁,"112.133509,22.961717"
1482,滨州市泓峰汽车销售有限公司,,543008,0543-5165088,000滨州市黄河十路渤海五路向东,"118.032203,37.40556"
1483,广德吉越汽车销售服务有限公司,,563002,"0563-5200666,13966173333",安徽省宣城市广德县复兴北街与支一路交叉口,"119.42528, 30.915358"
1484,宜春市瑞利汽车销售服务有限公司,,795006,3215299,江西省宜春市经济开区经发大道统领科技园,"114.407704,27.883066"
1485,肇庆市建兴汽车销售服务有限公司,,758009,2778383,肇庆市端州区119区肇庆大道北侧出头经联社东起第一卡,"112.490747,23.097181"
1486,永城市兴通汽车销售有限公司,,370010,03705988666,永城市芒山路南段春雨汽车城西南角,"116.426509,33.894897"
1487,成都顺利达汽车销售有限责任公司,,280028,87252837,都江堰市堰华路605号,"103.663017,31.02942"
1488,朝阳捷奥汽车销售服务有限公司,,421009,3800123,朝阳市龙城区西大营子中山大街五段181号,"120.399777,41.561127"
1490,铜陵市利祥汽车销售服务有限公司,,562001,0562-6827777,铜陵市铜都大道,"117.771427, 30.870942"
1491,柳州市德龙汽车销售有限公司,,772011,3728388,广西壮族自治区柳州市汇轮路东区10-1号,"109.372636,24.311322"
1492,达州市品悦汽车销售有限公司,,818009,3831333,达州市达川区二号干道寰宇华府一楼商业楼,"107.51687,31.188462"
1493,吉林市信诚嘉运汽车销售有限公司,,432008,63346999,吉林市深圳街荣邦新城A4-8号,"126.555651,43.820156"
1494,克拉玛依市华清汽车配件工业有限公司,,990001,0990-6246676,克拉玛依市西环路6号,"84.902149,45.563683"
1495,兴安盟九赢车辆销售有限责任公司,,482008,8226780,兴安盟科右前旗天骄路15号,"121.99265,46.071597"
1496,资阳市大昌汽车销售服务有限公司,,280029,26633666,资阳市雁江区南骏大道73-77,104.6413 30.1311834
1497,云南吉沃通汽车销售服务有限公司,,871012,67392199,昆明市经开区出口加工区国际汽车城D－09号,"102.810271,24.96329"
1498,霸州市艾普伟业汽车销售有限公司,,316009,7219004,霸州市兴华北路金各庄村南,"116.398648,39.154567"
1499,湖南华丰城南汽车贸易有限公司,,731010,85772717,长沙市天心区雀园路与芙蓉路交接处6S街区,"112.997931,28.095138"
1500,山西锦程瑞翔汽车贸易有限公司,,355011,6060122,长治市解放西街（一汽丰田南侧）,"113.08688,36.188711"
1501,长治市宏鑫元商贸有限公司,,355013,6013888,长治市北环东街汽贸汽配城,"113.140635,36.232439"
1502,阜新市兴顺汽车销售服务有限公司,,418008,0418-5912888,阜新市高新开发区海清路南五金建材城西,"121.602802,41.989457"
1503,娄底华智汽车贸易有限公司,,738006,0738-8330933,湖南省娄底市娄星区湘阳街1923号,"109.75776,28.308681"
1504,滕州荣源汽车销售服务有限公司,,632009,0632-5169000,山东省枣庄市滕州市益康大道南首南沙河镇北街村（安力公司院内）,"117.190787,35.027792"
1505,亳州市吉豪汽车销售有限公司,,558012,5606789,安徽省亳州市谯城区药王大道与紫苑路交叉口,"115.761561,33.831894"
1506,连云港博润汽车销售服务有限公司,,518016,051881195555,连云港市海州区岗埠农场中路西温岭路南2号,"119.07521, 34.595283"
1507,吉首市吉月汽车销售服务有限公司,,743003,8258777,吉首市武陵东路大田湾,"109.75776,28.308681"
1509,恩施州三和汽车贸易有限责任公司,,718002,7015178,湖北省恩施土家族苗族自治州利川市普庵路103号,"108.962563,30.293444"
1510,临沧鹏泰汽车销售服务有限公司,,883009,0883-2150788,云南省临沧市临翔区南亚汽车城,"100.11242,23.928708"
1511,南阳海川汽车销售有限公司,,377003,60553787,南阳市北京路与光武路交叉口东200米路北,"112.508144,33.022618"
1512,海门市常盛汽车销售服务有限公司,,513008,0513-68021988,海门市人民西路1688号,"121.130829, 31.89184"
1513,巴中市中瑞汽车销售服务有限公司,,827008,5577266,巴中市黄家沟汽车汽贸博览中心,"106.47.38,31.51.7"
1514,宁夏博达通汽车贸易有限公司,,951013,0951-8868858,宁夏银川市兴庆区绿地21城C区03号 ,106.321557.38.513342
1515,上海富电汽车销售有限公司,,210613,021-57600066,上海市宝山区江杨南路1377号1区1-2号,"121.47405,31.33855"
1516,南京昌弘汽车销售服务有限公司,,250009,87179191  ,南京市江宁区东山街道集中区临麒路21号  ,"118.883697,31.988337"
1517,广西融泽汽车销售服务有限公司,,771819,0771-4105550,南宁市科园大道76号,"108.308326,22.86596"
1518,黔东南浩宇汽车销售有限公司,,855009,8316088,贵州省凯里市凯里经济开发区经纬国际汽车城金源西大道6号,"107.863576,26.524285"
1519,锡林郭勒盟吉沃汽贸有限公司,,479808,8238888,锡林浩特市火车站北民禾物流园区内,"116.012849,43.941384"
1520,湘潭吉越汽车销售服务有限公司,,732002,55575777,湖南省湘潭市九华经济开发区湘望路18号,"112.940809,27.941023"
1521,通化信弘元汽车销售有限公司,,431808,0435-3646999,通化市新胜北路长流村汽车产业园,"125.960126,41.764868"
1522,遂宁京和品信汽车销售服务有限公司,,825808,5180081,遂宁市船山区西部现代物流港汽车产业园内,"105.578402,30.461128"
1523,成都西物汽车有限公司宜宾分公司,,831808,3546877,宜宾市翠屏区岷江新区起步区05地块,"28.812295,104.61643"
1524,延边荣德汽车销售有限公司,,433808,04338923999,吉林省延吉市长白山东路55号,"129.555881,42.902663"
1525,新疆博超汽车营销有限公司,,991019,6652255,新疆乌鲁木齐市新市区鲤鱼山北路1号新疆赛博特国际汽车城F4-1-02,"87.599593,43.88346"
1526,雅安吉瑞品信汽车销售服务有限公司,,835808,2882588,雅安市雨城区汉碑路96号,"103.053739,30.02284"
1527,广西来宾市华冠贸易有限公司,,772808,4267167,来宾市华侨中心区桂中大道与华侨大道路口东北角,"109.202789,23.762814"
1528,汕尾市捷晟汽车有限公司,,660808,0660-3448777,汕尾市海汕公路西河路段,"115.385933,22.826552"
1529,广州市铭润汽车贸易有限公司,,200019,66640313,广州市白云区太和镇石湖村村贝路102号,"113.345822,23.295639"
1530,湛江市兴邦汽车销售有限公司,,759808,3605777,湛江市赤坎区东盛路7号海田国际车城S23号,"110.384922,21.302727"
1531,重庆吉沃汽车销售有限公司,,230023,023-41587777,重庆市璧山区奥康大道（摩登时代广场斜对面）,"106.23963,29.567813"
1532,都匀市仁泰合汽车销售服务有限公司,,854009,0854-8810305,都匀市緑茵湖办事处文明村毛尖大道,"107.461937,26.304837"
1533,河南四海盛景汽车销售服务有限公司,,371702,65696666,郑州市花园北路刘庄,"113.684551,34.848174"
1534,廊坊东方天汇汽车销售有限公司,,316019,15533424775,廊坊市开发区金源道92号廊大汽车城内,"116.75427,39.581738"
1535,定州市成悦汽车贸易有限公司,,312009,2108018,定州市清风路与107国道交叉口,"115.010423,38.544949"
1537,徐州佳润汽车销售服务有限公司,,516010,0516-67768889,江苏省徐州市丰县东关经济开发区电动车城向南500米路东,"116.615641,34.695578"
1538,浙江中南汽车贸易有限公司,,577003,65288888,瑞安市塘下镇陈宅旺工业区,"120.682474,27.832643"
1540,信阳豫达汽车销售服务有限公司,,376008,3778999,信阳市高新区城东办事处刘洼公交站（南京大道）路南,"114.179815,32.130129"
1542,曲靖港鑫汽车贸易有限公司,,874006,0874-3210221,云南省曲靖市麒麟区建宁东路瑞和新城,"103.823125,25.530612"
1543,新余市安瑞实业有限公司,,790006,6444306,新余市仙女湖物流园区,"114.878212,27.797963"
1544,青岛和诚易捷汽车销售服务有限公司,,532611,0532-88699577,青岛市市北区福州北路127号,"120.40545,36.098312"
