_id,_location,_name,_address,JVFlag,Website,DealerAffiliation,WeChatUrl,Fax,AdministrativeArea,DealerEntity,WeiboURL,DealerNewVehicle,ServicePhoneNumber,ServiceHistoryID,PrimaryPhone,eDaijiaPhone,SalesPhoneNumber,Email,Servicehours,Locality,eDaijiaCustomerID,PostCode,VehicleServices,FCOPhoneNumber,DealerID,eDaijiaFlag,Saleshours,_createtime,_updatetime,_province,_city,_district,_distance,_image
27532,"113.531754,34.74757",西城天道郑州分公司,郑州市中原区中原西路与西四环交叉口向西2公里路北,"CAF,FCO",,Category1,,,河南,,,"福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0371-55529988,,销售:0371-55529988; 服务:0371-55529988; 进口:0371-67850888,,0371-55529988,luyingjie85@126.com,"08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",郑州,,450000,,0371-67850888,A40717,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:43:19,河南省,郑州市,中原区,8555,[]
26640,"113.725342,34.763905",河南江铃汽车销售有限公司,河南省郑州市郑东新区汉风路36号华丰国际钢铁物流园热轧板加工配送车间1层,JMC,Category3,,,河南,0371-66737782,,"福特经典全顺,福特新世代全顺,全新福特撼路者,福特途睿欧,福特新全顺",,0371-66737786,,销售:0371-66531699;服务:0371-66737786,,mailto:henjl@jmc.com.cn,0371-66531699,郑州,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,450048,"销售,保养,机修,钣喷",,,1519101A,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,河南省,郑州市,金水区,9335,[]
26852,"113.512521,34.748926",河南西城天道汽车贸易服务有限公司,郑州市中原西路与西四环交叉口向西2公里,CAF,,Category2,,0371-67857103,河南,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-67860666,,销售:0371-67850888; 服务:0371-67860666,,0371-67850888,xichengford@126.com,"08:45,17:30;08:45,17:30;08:45,17:30;08:45,17:30;08:45,17:30;08:45,17:30;08:45,17:30",郑州,,450007,,,A09935,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:22,河南省,郑州市,中原区,10314,[]
27462,"113.677899,34.836223",河南天道汽车贸易服务有限公司,郑州市花园路与三全路交叉口北1000米路西,"CAF,FCO",,Category1,,0371-65553109,河南,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0371-65553100,,销售:0371-65553000; 服务:0371-65553100; 进口:0371-65553000,,0371-65553000,gm@a02160.caf.so,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",郑州,,450000,,0371-65553000,A02160,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:40:01,河南省,郑州市,金水区,11061,[]
26854,"113.761739,34.721156",河南裕华福源汽车销售服务有限公司,郑州市郑州经济技术开发区航海东路与经开第七大街交叉口,CAF,,Category2,,0371-66780510,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-66780555,,销售:0371-66780333; 服务:0371-66780555,,0371-66780333,hnyfy998@yahoo.com.cn,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",郑州,,450002,,,A05772,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:16,河南省,郑州市,管城回族区,12780,[]
27459,"113.683848,34.869538",河南东城天道汽车销售服务有限公司,郑州市中州大道与迎宾路交叉口向南100米路西,"CAF,FCO",,Category1,,0371-88816888,河南,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界,福特F-150猛禽",0371-86688119,,销售:0371-86688100; 服务:0371-86688119; 进口:0371-86688116,,0371-86688100,langmin22@126.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",郑州,,450000,,0371-86688116,A30877,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 15:31:19,河南省,郑州市,惠济区,14677,[]
26850,"113.797185,34.745088",河南东城吉福汽车销售服务有限公司,河南省郑东新区商都路与潭南街交叉口向北200米路西,CAF,,Category2,,0371-86585010,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-65719999,,销售:0371-65709999; 服务:0371-65719999,,0371-65709999,elyn_zhoujie@126.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",郑州,,450000,,,A33824,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:33,河南省,郑州市,管城回族区,15701,[]
27577,"113.79802,34.745353",河南省福顺汽车销售有限公司,郑州市郑东新区商都路与潭南街交叉口向北300米路西,JMC,Category3,,,0371-66520202,河南,,福特新全顺，福特途睿欧，全新福特撼路者，福特新世代全顺,,,,销售:0371-66737782,,,,郑州,,,450000,,,1519308S,,,2017-07-20 12:55:10,2017-09-26 14:38:11,河南省,郑州市,管城回族区,15776,[]
26855,"113.855637,34.755179",河南郑东天道汽车销售服务有限公司,郑州市物流通道庞大汽车园区,CAF,,Category2,,0371-85333119,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-62366699,,"销售:0371-62366677,0371-62366688; 服务:0371-62366699",,0371-62366677,zdtdford@126.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",郑州,,451464,,,A33823,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:14,河南省,郑州市,中牟县,21061,[]
27351,"113.709654,34.40742",郑州福帝汽车销售服务有限公司,河南省新郑市107国与郑韩路交叉口向北200米路东,CAF,,Category2,,0371-69973311,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-69973399,,销售:0371-69973388; 服务:0371-69973399,,0371-69973388,zzfdford@hotmail.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",新郑,,451152,,,A36081,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:06:52,河南省,郑州市,新郑市,3125,[]
26853,"113.051559,34.785466",河南鑫泰汽车销售服务有限公司,河南省巩义市站街镇河洛路与S237省道交汇处,CAF,,Category2,,0371-89997600,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-89997600,,销售:0371-60320000; 服务:0371-89997600,,0371-60320000,xintaoauto@126.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",巩义,,451200,,,A33500,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:18,河南省,郑州市,巩义市,4956,[]
27350,"114.032001,34.733708",郑东天道中牟分公司,河南省郑州市中牟县景观大道转盘东南,CAF,,Category2,,,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-60216693,,销售:0371-60216693; 服务:0371-60216693,,0371-60216693,gm@A33823.caf.so;,;;;;;;,中牟,,451450,,,A40727,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:04:33,河南省,郑州市,中牟县,5354,[]
26851,"113.09824,34.452134",河南吉福登封分公司,河南省郑州市登封市少林路东段韩村,CAF,,Category2,,0371-62853799,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0371-62854666,,销售:0371-62854666; 服务:0371-62854666,,0371-62854666,304499763@qq.com,"08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",登封,,452470,,,A40733,,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:30,河南省,郑州市,登封市,4382,[]
27383,"114.062283,33.015111",驻马店铭阳汽车销售服务有限公司,驻马店驿城区开元大道与驿城大道交汇处北200米,CAF,,Category2,,0396-2183111,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0396-2183399,,销售:0396-2183366; 服务:0396-2183399,,0396-2183366,zmdford@163.com,"08:20,15:30;08:20,15:30;08:20,15:30;08:20,15:30;08:20,15:30;08:20,15:30;08:20,15:30",驻马店,,463000,,,A21538,,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,19:00;08:00,19:00",2017-07-20 12:55:10,2017-09-26 14:03:55,河南省,驻马店市,驿城区,3750,[]
26642,"114.012024,32.960926",驻马店市顺铃汽车销售有限公司,天中山大道与练江路交叉口南1公里路东神州汽贸城院内,JMC,Category3,,,河南,0396-2198266,,"福特经典全顺,福特新世代全顺,全新福特撼路者,福特途睿欧,福特新全顺",,0396-2195088,,销售:0396-2889777;服务:0396-2195088,,mailto:zmdsl@jmc.com.cn,0396-2889777,驻马店,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,463000,"销售,保养,机修,钣喷",,,1519103A,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,河南省,驻马店市,驿城区,5709,[]
26862,"114.288635,35.775971",鹤壁市顺达尔汽车销售服务有限公司,鹤壁市淇滨区107国道与渤海路交叉口向北200米,CAF,,Category2,,0392-3633666,河南,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0392-3633999,,销售:0392-3639999; 服务:0392-3633999,,0392-3639999,hbftsh@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",鹤壁,,458030,,,A26436,,"08:00,18:30;08:00,18:30;08:00,18:30;08:00,18:30;08:00,18:30;08:00,18:30;08:00,18:30",2017-07-20 12:55:09,2017-09-26 16:19:12,河南省,鹤壁市,淇滨区,3290,[]
26903,"130.368395,46.802441",佳木斯永诚站前路分公司,佳木斯站前路188号,CAF,,Category2,,0454-7607444,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0454-8311248,,销售:0454-8311248; 服务:0454-8311248,,0454-8311248,jmsford119@126.com,;;;;;;,佳木斯,,154000,,,A40640,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:09,2017-09-26 16:16:25,黑龙江省,佳木斯市,向阳区,3775,[]
27472,"130.217361,46.794125",佳木斯市永诚汽车销售有限公司,佳木斯市友谊路1808号,"CAF,FCO",,Category1,,0454-7607444,黑龙江,,,"全新福特撼路者,全新福克斯RS,福特探险者,福特福克斯ST,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0454-7695558,,销售:0454-7696668; 服务:0454-7695558; 进口:0454-8438999,,0454-7696668,JMSFORD001@126.COM,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",佳木斯,,154002,,0454-8438999,A20756,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:10,2017-09-26 15:31:38,黑龙江省,佳木斯市,郊区,7753,[]
26577,"130.212952,46.792358",佳木斯众合汽车销售服务有限公司,黑龙江省佳木斯市郊区友谊路1888号,JMC,Category3,,,黑龙江,0454-2849996,,"福特经典全顺,福特新世代全顺",,0454-2849998,,销售:0454-2849995;服务:0454-2849998,,mailto:jmstt@jmc.com.cn,0454-2849995,佳木斯,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,154004,"销售,保养,机修,钣喷",,,1405308S,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,佳木斯市,郊区,8105,[]
26902,"132.05843,47.243454",佳木斯永诚富锦分公司,黑龙江省富锦市锦绣大街28号,CAF,,Category2,,0454-7607444,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0454-5180888,,销售:0454-5180888; 服务:0454-5180888,,0454-5180888,261103457@qq.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",富锦,,156100,,,A40639,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:09,2017-09-26 16:17:02,黑龙江省,佳木斯市,富锦市,1731,[]
27160,"131.163446,46.731444",双鸭山凯华凯信汽车销售服务有限公司,黑龙江省双鸭山市集贤县福利东外环农资市场南500米凯华汽车城福特4S店,CAF,,Category2,,0469-6128719,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0469-6132456,,销售:0469-6132000; 服务:0469-6132456,,0469-6132000,wdx@jms-khgorup.com,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,18:00;08:00,18:00;08:00,18:00",双鸭山,,155900,,,A35425,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:10,2017-09-26 16:00:30,黑龙江省,双鸭山市,集贤县,9445,[]
26831,"126.559968,45.881024",哈尔滨永达宏福汽车销售服务有限公司,哈尔滨市利民开发区利民大道近永达路8号,CAF,,Category2,,0451-51021811,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0451-51021881,,销售:0451-51021818; 服务:0451-51021881,,0451-51021818,Ydhf6789@126.com,"08:30,17:00;08:30,17:00;08:30,17:00;18:30,17:00;08:30,17:00;18:30,17:00;18:30,17:00",哈尔滨,,150025,,,A34765,,"08:30,17:00;08:30,17:00;08:30,17:00;08:30,17:00;08:30,17:00;08:30,17:00;08:30,17:00",2017-07-20 12:55:09,2017-09-26 16:21:27,黑龙江省,哈尔滨市,呼兰区,8801,[]
27463,"126.55279,45.707526",黑龙江省美中汽车销售有限公司,哈尔滨市道理区机场路15号,"CAF,FCO",,Category1,,0451-87175678,黑龙江,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界,全新福特撼路者",0451-87185678,,销售:0451-86641111; 服务:0451-87185678; 进口:0451-84301777,,0451-86641111,dq808@126.com,"08:00,19:00;08:00,19:00;08:00,20:00;08:00,19:00;08:00,19:00;08:00,19:00;08:00,19:00",哈尔滨,,150001,,0451-84301777,A12455,,"08:00,19:00;08:00,19:00;08:00,19:00;08:00,19:00;08:00,19:00;08:00,19:00;08:00,19:00",2017-07-20 12:55:10,2017-09-26 14:39:57,黑龙江省,哈尔滨市,道里区,10785,[]
26581,"126.611198,45.721039",黑龙江省天拓恒丰汽车销售服务有限公司,哈尔滨市南岗区学府东路8号,JMC,Category3,,,黑龙江,0451-82465177,,"全新福特撼路者,福特途睿欧,福特新全顺",,,,销售:0451-82465199,,mailto:hebjl@jmc.com.cn,0451-82465199,哈尔滨,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,150000,"销售,保养,机修,钣喷",,,1407103A-02,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,哈尔滨市,南岗区,10930,[]
26580,"126.753494,45.775116",黑龙江省天拓恒丰汽车销售服务有限公司,黑龙江省哈尔滨市道外区先锋路5号,JMC,Category3,,,黑龙江,0451-82465199,,"福特经典全顺,福特新世代全顺,全新福特撼路者,福特途睿欧,福特新全顺",,,,销售:0451-82465188,,mailto:hebjl@jmc.com.cn,0451-82465188,哈尔滨,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,150056,"销售,保养,机修,钣喷",,,1407103A-01,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,哈尔滨市,道外区,17231,[]
27464,"126.754324,45.775618",黑龙江省天拓汽车销售服务有限公司,哈尔滨市道外区先锋路5号,"CAF,FCO",,category1,,0451-82465003,黑龙江,,,"全新福特撼路者,全新福克斯RS,福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界,福特F-150猛禽",0451-82465666,,销售:0451-82465666;服务:0451-82465666;进口:0451-82465666,,0451-82465666,mtford@sohu.com,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",哈尔滨,,150001,,0451-82465666,A03875,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:10,2017-09-26 15:31:29,黑龙江省,哈尔滨市,道外区,17284,[]
26830,"126.626147,45.65485",哈尔滨龙熙汽车销售有限公司,哈尔滨市香坊区学府路426号,CAF,,Category2,,0451-51926255,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0451-51926277,,销售:0451-51926266; 服务:0451-51926277,,0451-51926266,wangdc100@126.com,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",哈尔滨,,150036,,,A31816,,"08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:09,2017-09-26 16:21:32,黑龙江省,哈尔滨市,香坊区,17999,[]
26742,"125.158181,46.563638",大庆天庆昌汽车销售服务有限公司,黑龙江省大庆市高新区新兴东路12号,CAF,,Category2,,0459-8113330,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0459-8139666,,"销售:0459-8999666,0459-8999966,0459-8139555; 服务:0459-8139666",,0459-8999666,gm@a34086.caf.so,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,18:30;08:00,17:30;08:00,17:30;08:00,17:30",大庆,,163000,,,A34086,,"08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:09,2017-09-26 16:32:24,黑龙江省,大庆市,龙凤区,5041,[]
26579,"124.92524,46.627754",大庆江福汽车销售服务有限公司,黑龙江省大庆市西宾路49号,JMC,Category3,,,黑龙江,0459-6349080,,"福特经典全顺,福特新世代全顺",,0459-5182699,,销售:0459-5182888;服务:0459-5182699,,mailto:hljjl@jmc.com.cn,0459-5182888,大庆,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,163453,"销售,保养,机修,钣喷",,,1407102A,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,大庆市,萨尔图区,14284,[]
27437,"124.860997,46.675192",大庆勤华恒瑞汽车销售服务有限公司,大庆市让胡路区方晓经济技术开发区,"CAF,FCO",,Category1,,0459-5055602,黑龙江,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0459-5059555,,"销售:0459-5055333,0459-5058222,0459-5056777; 服务:0459-5059555; 进口:0459-5055333",,0459-5055333,gm@a23755.caf.so,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",大庆,,163000,,0459-5055333,A23755,,"08:00,19:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:10,2017-09-26 14:45:50,黑龙江省,大庆市,让胡路区,20840,[]
26576,"129.670303,44.623352",牡丹江天拓恒丰汽车销售服务有限公司,黑龙江省牡丹江市阳明区矿山路与裕民路交叉口,JMC,Category3,,,黑龙江,0453-6549111,,"福特经典全顺,福特新世代全顺",,0453-6321117,,销售:0453-6549111;服务:0453-6321117,,mailto:mdjtt@jmc.com.cn,0453-6549111,牡丹江,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,157000,"销售,保养,机修,钣喷",,,1405307S,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,牡丹江市,阳明区,8494,[]
27013,"129.673075,44.623556",牡丹江天拓汽车销售有限公司,牡丹江市阳明区裕民路与矿山东路交叉口处,CAF,,Category2,,0453-6368878,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0453-6897666,,销售:0453-6897555; 服务:0453-6897666,,0453-6897555,mdjttford@126.com,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",牡丹江,,157000,,,A24075,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-09-26 14:31:43,黑龙江省,牡丹江市,阳明区,8593,[]
26863,"126.976274,46.61282",黑龙江龙海美福汽车销售服务有限公司,绥化市经济技术开发区温馨家园北侧,CAF,,Category2,,0455-7859059,黑龙江,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0455-7859099,,销售:0455-7859066; 服务:0455-7859099,,0455-7859066,13836038686@139.COM,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",绥化,,152000,,,A31818,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-09-26 16:19:08,黑龙江省,绥化市,北林区,4594,[]
26682,"126.456871,48.230285",北安龙轩汽车销售服务有限公司,黑龙江省北安市汽车产业园区13号,CAF,Category2,,,黑龙江,0456-6868809,,"全新福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",,0456-6528777,,销售:0456-6525777; 服务:0456-6528777,,gm@35041.caf.so,0456-6525777,北安,";08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",,164000,,,,A35041,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,黑河市,北安市,2824,[]
26575,"123.93425,47.313133",齐齐哈尔龙成汽车销售有限公司,黑龙江省齐齐哈尔市龙沙区永安南大街65号,JMC,Category3,,,黑龙江,0452-2339999,,"福特经典全顺,福特新世代全顺",,0452-2323456,,销售:0452-2339999;服务:0452-2323456,,mailto:qqhelc@jmc.com.cn,0452-2339999,齐齐哈尔,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",,161005,"销售,保养,机修,钣喷",,,1405306S,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:09,2017-07-20 12:55:09,黑龙江省,齐齐哈尔市,龙沙区,4737,[]
27490,"124.063911,47.343956",齐齐哈尔聚豪汽车销售服务有限公司,黑龙江省齐齐哈尔市铁锋区联通大道297-2号,"CAF,FCO",,Category1,,0452-2118876,黑龙江,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0452-2411115,,销售:0452-8888016; 服务:0452-2411115; 进口:0452-2199990,,0452-8888016,13304524950@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",齐齐哈尔,,161000,,0452-2199990,A26135,,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",2017-07-20 12:55:10,2017-09-26 15:33:20,黑龙江省,齐齐哈尔市,铁锋区,11032,[]
