No,DealerCreatedTime,Point,ZanCount,QQhref,Longitude,Latitude,DealerGuidId,Medal,IS_E,DealerId,Name,DealerTag,Rate,SalesPhone,Address,Website,Email,Summery,ShareToMicroBlog,TianMaoWebsite,CheBaBaWebsite,province,city
F2226,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2733219794&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.717403,32.663839,a3844172-ca8f-4724-b06f-9d1ee5046678,,False,,十堰东贸轩威,,0,0719-8580366,十堰市张湾区工业新区凯迪拉克大街9号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/shiyan/sydmxwei,shiyandongmaoxuanwei@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201060.htm,湖北省,十堰市
F2215,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=348237594&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.780701,32.623905,d18b6c25-6ad2-493d-8ba8-d8b0dc70ada7,,False,,十堰东贸,,0,0719-8875906,湖北省十堰市朝阳南路15号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/shiyan/sydmao,shiyandongmao@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210477.htm,湖北省,十堰市
F2222,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.425386,31.709955,1690ef78-8c53-4480-bcc8-03e9b2837360,,False,,随州东盛,,0,0722-3285555,湖北省随州经济开发区季梁大道,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/suizhou/szdsheng,984638145@qq.com,,,,http://www.chebaba.com/dealer_S2015072210922.htm,湖北省,随州市
F2233,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.188637,30.611507,53853f68-f62e-4806-8511-e9df90dec3ba,,False,,天门三环劲通,,0,0728-5363518,湖北省天门市小板镇金科村三乡路陆羽汽车城东风日产4S店,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/tianmen/tianmensanhuanjintong,tianmensanhuanjintong@dfl.com.cn,,,,,湖北省,天门市
F2203,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.232499,30.613057,7a821b51-5b06-4d86-bc90-f92e518eff7f,,False,,武汉三环诚通汉口,,0,027-83601991,武汉市硚口区长丰大道常码头428号爱之家二手车交易市场南1-2栋,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/WUHANSANHUANCHENGTONGHANKOU,wuhansanhuanchengtonghankou@dfl.com.cn,,,,http://www.chebaba.com/dealer_S20160718379215.htm,湖北省,武汉市
F2210,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.271023,30.437762,1bb768dd-1e45-4f39-a079-38494fcdaefe,,False,,武汉三环易通,,0,027-88870069,湖北省武汉市洪山区青菱乡红霞村东风日产4S店,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/wuhansanhuanyitong,wuhansanhuanyitong@dfl.com.cn,,,,http://www.chebaba.com/dealer_S20160824440609.htm,湖北省,武汉市
F2208,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=407493046&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.419726,30.436243,f0a68fae-55ff-42ee-a708-08e22865905f,,False,,武汉三环轩通,,0,027-59595818,武汉市光谷大道藏龙岛九凤街1号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/whshxtong,hjhk@126.com,,,,http://www.chebaba.com/dealer_S2015072210640.htm,湖北省,武汉市
F2209,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=284611449&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.378212,30.40524,ee80736b-033e-4bc0-aded-a0e6eeaadc38,,False,,武汉宏信车友,,0,"027-51856208,027-51856211",武汉市江夏区江夏大道26号（庙山新村）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/whhxcyou,250180456@qq.com,,,,http://www.chebaba.com/dealer_S2015072201050.htm,湖北省,武汉市
F2201,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.208432,30.552183,4ae485a2-c62e-4bcc-aca8-5f2a5d443e3e,,False,,武汉三环劲通,,0,027-84888823,武汉市汉阳经济发展区三环工业园特1号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/whshjtong,wuhansanhuanjintong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210297.htm,湖北省,武汉市
F2206,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=445894431&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.167152,30.623718,6060e82c-72c7-4d49-a8a1-d069e3c60039,,False,,武汉裕信,,0,027-83089696,武汉市硚口区工农路特1号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/whyxin,wuhanyuxin@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210342.htm,湖北省,武汉市
F2202,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=3057598604&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.344034,30.519671,de7dd304-0801-407e-80f2-5fda49eafbbc,,False,,武汉三环华通,,0,027-87677996，027-87677997,湖北省武汉市洪山区雄楚大道246号（新公安厅斜对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/whshhtong,wuhansanhuanhuatong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210257.htm,湖北省,武汉市
F2205,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1227376186&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.286967,30.633825,716a4080-1318-4941-b45f-1655fc0494ea,,False,,武汉开泰,,0,027-65660885,武汉市江岸区黄浦科技园特6号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/wuhan/whktai,kaitai027@163.com,,,,http://www.chebaba.com/dealer_S2015072210217.htm,湖北省,武汉市
F2225,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2923805003&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.077524,32.095593,4b5fa779-d63e-494c-b6a8-4de977b397ce,,False,,襄阳樊城,,0,0710-3113311,襄阳市樊城区高速公路西出口西行500米,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/xiangfan/xyfcheng,2923805003@qq.com,,,,http://www.chebaba.com/dealer_S2015072210945.htm,湖北省,襄樊市
F2211,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=592325321&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.19446,32.103102,d0f09c96-917e-4a95-8db7-1a2a9a96d446,,False,,襄阳车城,,0,0710-3311311,襄阳市汽车产业开发区车城广场西200米（襄州区钻石大道69号）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/xiangfan/xfccheng,xiangfanchecheng@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210209.htm,湖北省,襄樊市
F2218,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1849681890&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,114.320812,29.892513,7342545c-09c1-4af8-80ad-7081e2175c68,,False,,咸宁恒信南星,,0,0715-8388111,湖北省咸宁市咸安区京珠连结线桂乡大道特9号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/xianning/xnhxnxing,1849681890@qq.com,,,,http://www.chebaba.com/dealer_S2015072210639.htm,湖北省,咸宁市
F2229,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.434033,30.348528,4fb9aa2f-c262-4108-b6c1-a1b9dd89ce26,,False,,仙桃三环劲通仙桃,,0,0728-3321612,湖北仙桃市干河办事处复州大道126号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/xiantao/xtshjtxtao,xiantaosanhuanjintongxiantao@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201280.htm,湖北省,仙桃市
F2223,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.985682,30.901614,95b906ce-edaa-48ef-8c54-37c2da27e709,,False,,孝感裕丰,,0,0712-2586666,湖北省孝感市孝南经济开发区仙女湖东路,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/xiaogan/xgyfeng,jandybest@163.com,,,,http://www.chebaba.com/dealer_S2015072210248.htm,湖北省,孝感市
F2224,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2238910223&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.321369,30.68419,d9c57ec8-443a-41b3-895a-b7f37379887b,,False,,宜昌交运麟汇,,0,0717-6916688,宜昌市港窑路5号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/yichang/ycjylhui,yichangjiaoyunlinhui@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210791.htm,湖北省,宜昌市
F2212,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2629835738&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.341718,30.729197,0736c26e-cba3-4ea3-965a-7c66a1e04077,,False,,宜昌交运,,0,0717-6906665,宜昌市东山开发区发展大道59号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hubei/yichang/ycjyun,yichangjiaoyun@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210432.htm,湖北省,宜昌市
F2523,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1967326654&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.708108,29.073213,407c50c7-df71-4668-98de-244c1a8396e9,,False,,常德柳城,,0,0736-7200008,东风日产柳城店位于常德市火车站往东1000米，市公路局对面。,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changde/cdlcheng,changdeliucheng@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210962.htm,湖南省,常德市
F2513,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=442619113&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.683072,29.075352,cadb3327-19b3-49b3-9690-6a72af9df789,,False,,常德日丰,,0,0736-7199998,常德市武陵区常德大道3555号（新世纪汽车城对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changde/cdrfeng,changderifeng@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210456.htm,湖南省,常德市
F2510,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1170225922&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.922525,28.148127,5773d8e6-70fe-458d-a68f-6c1555fb80fa,,False,,长沙兰天含浦,,0,0731-88799008,湖南省长沙市岳麓区云栖路与含浦大道交汇路口（过猴子石大桥西行2公里）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/cslthpu,changshahanpu@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072201045.htm,湖南省,长沙市
F2502,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1694353700&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.01763,28.18289,10a25f00-ac40-4a0a-901b-fe1ed8e26c59,,False,,长沙华洋星城,,0,0731-85981188,湖南省长沙市雨花区万家丽中路一段370号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/cshyxcheng,changshahuayangxingcheng@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210302.htm,湖南省,长沙市
F2509,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1607059958&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.021862,28.086089,f3d83ca9-7242-47b1-acbd-1805cdbd27ea,,False,,长沙兰天城南,,0,0731-85553399,长沙市雨花区环保科技产业园黄谷路878号（汽车南站往南2公里）东风日产长沙兰天城南专营店,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/csltcnan,1607059958@qq.com,,,,http://www.chebaba.com/dealer_S2015072210951.htm,湖南省,长沙市
F2506,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=17503510&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.935787,28.23124,0e62ef1d-1fb3-431b-a911-70861f6a7b93,,False,,长沙兰天河西,,0,0731-88799999,湖南省长沙市岳麓区岳麓大道375号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/cshxi,Changshahexi@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210411.htm,湖南省,长沙市
F2501,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=930716828&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.073415,28.240581,fd15ed3b-a400-4ede-b475-b3d01063c2f3,,False,,长沙星沙,,0,0731-82873888,湖南省长沙市经济技术开发区中南汽车大世界金茂西路东头H13、H14栋,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/csxsha,changshaxingsha@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210321.htm,湖南省,长沙市
F2505,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1607059958&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.942144,28.231833,2d9872be-5996-45ef-8b27-6eead185ade3,,False,,长沙兰天城西,,0,0731-82867598,湖南省长沙市岳麓大道西段河西汽车城M3栋,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/csltian,changshalantian@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210366.htm,湖南省,长沙市
F2508,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1531525362&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.598166,28.160071,1fed08ee-ced3-42b8-abf2-5a96b0aa5e83,,False,,浏阳中拓诚丰集里,,0,0731-83217888,浏阳市西环路平水工业小区,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/lyjli,www.1531525362@qq.com,,,,http://www.chebaba.com/dealer_S2015072210744.htm,湖南省,长沙市
F2507,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2654021297&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.553997,28.241177,ef446dbf-71e3-45d2-a90d-5f482991fad9,,False,,宁乡中拓瑞宁,,0,0731-87210000,长沙市宁乡县白马桥乡正龙村（宁乡县二环南路汽车南站旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/changsha/nxztrning,2654021297@qq.com,,,,http://www.chebaba.com/dealer_S2015072210728.htm,湖南省,长沙市
F2514,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=23479246&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.062185,25.793245,aa28e6d5-9cf3-4519-8ffc-30c7e16e3037,,False,,郴州日通,,0,0735-2861111,湖南省郴州市郴江路石榴湾处（第一职中旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/chenzhou/czrtong,chenzhouritong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210241.htm,湖南省,郴州市
F2512,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2274323144&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.579972,26.879,7fcee839-7073-49d2-9e09-8134b022927b,,False,,衡阳高卫,,0,0734-8877888,湖南省衡阳市蒸湘区杨柳村二组杨柳汽贸城（西外环路）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/hengyang/hygwei,hengyanggaowei@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210347.htm,湖南省,衡阳市
F2524,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2240203932&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.608624,26.93913,1a6bf6c3-3bb9-4790-9e9e-eece265c4057,,False,,衡阳高翔,,0,0734-8113888,衡阳市107国道旁（华源市场往南岳方向500米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/hengyang/hygxiang,2240203932@qq.com,,,,http://www.chebaba.com/dealer_S2015072210678.htm,湖南省,衡阳市
F2516,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=462094821&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,109.974801,27.529077,950b1642-2c9f-43a1-8b30-7e18cc0d74f2,,False,,怀化兰天恒裕,,0,0745-2371278,湖南省怀化市沿河路58号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/huaihua/hhhyu,huaihuahengyu@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210504.htm,湖南省,怀化市
F2519,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2298893707&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.018481,27.687653,a6b555ca-ab77-420e-8549-74c1de554469,,False,,娄底兰天,,0,0738-8386699,娄底市娄星区扶青路上瑞高速连接线（武警支队前600米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/loudi/ldltian,ldltxsxx@hnlantian.com,,,,http://www.chebaba.com/dealer_S2015072210627.htm,湖南省,娄底市
F2517,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=254513752&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.557362,27.260498,e1880d75-ba44-460c-8749-566cddddd11e,,False,,邵阳兰天,,0,0739-5299199,邵阳市双清区邵阳大道与大兴路交叉路口,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/shaoyang/syltian,shaoyanglantian@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210618.htm,湖南省,邵阳市
F2515,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2321827153&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.93999,27.936039,3c8a1cae-6440-4eeb-b15b-810d8b539f4a,,False,,湘潭九华,,0,0731-58308358,湖南省湘潭市九华经济区吉利中路8号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/xiangtan/xtjhua,Xiangtanjiuhua@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210459.htm,湖南省,湘潭市
F2521,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=75844484&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,109.758084,28.30877,dc2f4a57-ef61-4ac5-b645-c362d718db47,,False,,吉首吉日,,0,0743-8258666,湖南省吉首市武陵东路大田湾（城东加油站下200米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/xiangxitujiazu/jsjri,75844484@qq.com,,,,http://www.chebaba.com/dealer_S2015072210687.htm,湖南省,湘西土家族苗族自治州
F2518,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=615771780&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.398572,28.578684,083859b2-7ff9-4f49-a918-0237faeba16c,,False,,益阳兰天,,0,0737-4280000,湖南省益阳市十州路,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/yiyang/yyltian,yiyanglantian@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210617.htm,湖南省,益阳市
F2520,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2682143079&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.633369,26.404656,02fd9432-313b-4cf2-91f5-281343af31bb,,False,,永州高翔,,0,0746-8662888,湖南省永州市冷水滩区永州大道润之路交叉口东北角,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/yongzhou/yzgxiang,2682143079@qq.com,,,,http://www.chebaba.com/dealer_S2015072210657.htm,湖南省,永州市
F2511,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=38650777&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.186344,29.375581,57eb6a19-c9e5-4d11-8148-60b08d19a86f,,False,,岳阳华日,,0,0730-8721111,湖南省岳阳市巴陵东路402号（原107国道收费处）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/yueyang/yyhri,38650777@qq.com,,,,http://www.chebaba.com/dealer_S2015072210501.htm,湖南省,岳阳市
F2529,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.151875,29.320533,e0d90210-a709-4815-838f-7d69c593bc03,,False,,岳阳华日南苑,,0,0730-8921999,湖南省岳阳市岳阳楼区郭镇乡学院路华日汽车城,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/yueyang/yyhrnyuan,"<link url=""yueyanghuarinanyuan@dfl.com.cn"" linktype=""internal"" id="""" />",,,,http://www.chebaba.com/dealer_S2015072201127.htm,湖南省,岳阳市
F2503,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=834192950&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.160551,27.870356,bae67986-e78b-4b65-8586-08841b8e05ed,,False,,株洲海联,,0,0731-28456888,株洲市红港路（国家）汽车城内,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/zhuzhou/zzhlian,zhuzhouhailian@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210281.htm,湖南省,株洲市
F2522,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=358445797&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.112544,27.839839,c2d70d0d-fca7-4eab-ab77-ace12a1c4a95,,False,,株洲兰天河西,,0,0731-22113311,株洲市天元区湘山路47号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/hunan/zhuzhou/zzlthxi,zhuzhoulantianhexi@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210912.htm,湖南省,株洲市
