Id,DealerSN,DisName,CityID,Tel,Sales_tel,open_service,Lng,Lat,Address,Dealer_type,DisSort
11675,D3423,安阳市福尔福汽车销售服务有限责任公司,11675,0372-3377777,0372-3376666,0,114.364922,36.077285,高新区文昌大道中段,1,4s店
11695,D3445,安阳市福尔福万源汽贸有限公司,11675,0372-3333777,0372-3333666,0,114.333615,36.088777,安阳市龙安区安彩大道中段路北,1,4s店
11711,D3462,安阳威佳佳扬汽车销售服务有限公司,11675,0372-2228333,0372-2229111,0,114.437996,36.102411,安阳市城乡一体化示范区（新区）文峰大道与崇义路交叉口南侧,1,4s店
11680,D3430,鹤壁市鹤海汽车销售服务有限公司,11680,0392-2166669,0392-2166668,0,114.309493,35.764573,河南省鹤壁市淇滨区黎阳路与嵩山路交叉口向北100米路东,1,4s店
11682,D3432,济源市浩轩汽车贸易有限公司,11682,0391-6607666,0391-6606298,0,112.648842,35.093326,河南省济源市济新路交警大队东500米路北,1,4s店
11676,D3424,焦作市博大伟业汽车销售有限公司,11676,0391-3566099,0391-3566066,0,113.265126,35.178739,焦作市高新区迎宾路鑫博大汽贸城,1,4s店
11702,D3452,焦作市博大兴业汽车销售有限公司,11676,0391-3690999,0391-3890888,0,113.236205,35.212122,河南省焦作市丰收路与孟州路交叉口北50米路西,1,4s店
12311,D3480,武陟县通泰汽车销售服务有限公司,11676,0391-6319222,0391-6319000,0,113.418016,35.116962,武陟县龙源路与黄河大道交叉口西100米（中星之宝院内）,1,4s店
11685,D3435,开封天翔汽车销售服务有限公司,12224,0371-23366999,0371-23367777,0,114.292996,34.79244,开封市宋城路中段(豪德转盘向西2公里）,1,4s店
12224,D3474,开封天行健汽车销售服务有限公司,12224,0371-23229777,0371-23229666,0,114.301276,34.783589,金明大道与魏都路交叉口向西500米路南,2,4s店
11672,D3419,洛阳市徳众北现汽车销售服务有限公司,12205,0379-65282999,0379-65282666,0,112.422735,34.684947,洛阳市西工区纱厂西路97号,1,4s店
11690,D3440,洛阳市德众胜达汽车销售服务有限公司,12205,0379-63631001,0379-63631000,1,112.412388,34.629673,洛阳市高新技术产业开发区河洛大道009号,1,4s店
11705,D3456,洛阳众腾汽车销售服务有限公司,12205,0379-60602020,0379-60602111,0,112.512797,34.684969,洛阳市瀍河区九都东路与启明南路交叉口向南100米,1,4s店
12205,D3455,洛阳威佳佳盛汽车销售服务有限公司,12205,0379-60652299,0379-60652222,0,112.345752,34.606532,洛阳市高新开发区河洛路与安康路交叉口向北500米威佳汽车博览中心3号,2,4s店
12246,D3477,偃师泽润汽车销售服务有限公司,12205,0379-65093366,0379-65098811,0,112.760571,34.742936,偃师市城关镇杏园村高速引线东陇海铁路北（偃师龙腾汽车贸易有限公司院内）,2,4s店
12327,D3483,洛阳普旭汽车销售服务有限公司,12205,0379-65590022,0379-65590011,0,112.476536,34.628132,河南省洛阳市洛龙区政和路1号,1,4s店
11673,D3421,漯河润中汽车销售服务有限公司,11673,0395-3322995,0395-3321111,0,113.994931,33.600953,河南省漯河市辽河路与107国道交汇处北300米,1,4s店
12193,D3472,漯河润达汽车销售服务有限公司,11673,0395-3335700,0395-3332700,0,114.000367,33.553851,河南省漯河市源汇区107国道与漯舞路交叉口向西600米众汇汽车广场,2,4s店
11688,D3438,南阳市中澳汽车销售有限公司,11710,0377-62135678,0377-83886275,0,112.495488,33.025019,南阳市北京大道北段路西（希望饲料斜对面）,1,4s店
11689,D3439,南阳威佳实业有限公司,11710,0377-63481111,0377-66077222,0,112.603738,33.029357,南阳市信臣路（老312国道）市检察院斜对面,1,4s店
11710,D3461,南阳市德众时代汽车销售服务有限公司,11710,0377-60693999,0377-60875888,0,112.570502,33.057471,仲景北路车管所南50 米,1,4s店
12197,D3467,邓州恒信华通汽车销售服务有限公司,11710,0377-60692333,0377-60692000,0,112.161244,32.682302,邓州市迎宾大道与207国道交叉口附2号,2,4s店
11700,D3425,平顶山市得普汽车销售有限公司,12104,0375-3983777,0375-3981777,0,113.407769,33.737647,平顶山市建设路东段与丰源街交叉口西侧 ,1,4s店
12104,D3471,平顶山市瑞亿汽车销售服务有限公司,12104, ,0375-2231666,0,113.352733,33.746072,河南省平顶山市卫东区矿工路与东环路交叉口向西300米路南,1,4s店
12253,D3473,平顶山市润嘉汽车销售有限公司,12104,0375-6196777,0375-6195666,0,113.402369,33.739336,卫东区建设路东段661号,2,4s店
12308,D3478,平顶山市瑞行汽车销售服务有限公司,12104,0375-5072766,0375-5071766,0,112.936172,33.724555,鲁山县花园路南段滨河丽景楼下,1,4s店
12328,D3450,河南瑞格汽车销售服务有限公司,12104,0375-2669777,0375-2661777,0,113.258303,33.772916,新华区平安大道与西环路口东100米路北,1,4s店
11677,D3426,濮阳市华瑞璞光汽车销售服务有限公司,11704,0393-2059888,0393-4499111,0,115.122785,35.776309,中原路与106国道交叉口西200米路南,1,4s店
11704,D3454,濮阳市璞润机电设备有限公司,11704,0393-4498050,0393-4495000,0,115.080922,35.783731,濮阳市中原路与濮水路交叉口东南角,1,4s店
11684,D3434,三门峡市时尚博长汽车销售服务有限公司,11684,0398-2890779,0398-2897988,0,111.175685,34.802313,河南省三门峡市开发区机动车交易市场西区,1,4s店
11696,D3446,灵宝长来汽车销售服务有限公司,11684,0398-2197555,0398-2197666,0,110.866477,34.539749,灵宝市长安路长青汽车商贸城,1,4s店
12351,D3484,三门峡众腾汽车销售有限公司,11684,0398-2180909,0398-2180999,0,111.26061,34.73791,三门峡市湖滨区连霍高速东出口北侧瑞通汽车城内,1,4s店
11681,D3431,商丘宝志汽车销售服务有限公司,12247,0370-2770000,0370-2020088,0,115.630882,34.436549,商丘市平原路新师院南侧,1,4s店
11694,D3444,商丘天泽汽车销售服务有限公司,12247,0370-3908999,0370-3909888,0,115.600244,34.449968,商丘市金桥路与锦绣路交叉口西100米路北,1,4s店
11697,D3447,永城金祥汽车销售服务有限公司,12247,0370-5183333,0370-5431111,0,116.431321,33.897182,永城市芒山路南段汽车城北京现代金祥店,1,4s店
12247,D3476,商丘普祥汽车销售有限公司,12247,0370-2597666,0370-2599666,0,115.69083,34.394167,商丘市城乡一体化示范区星林南路200米路东,2,4s店
11678,D3427,新乡市兆阳汽车销售服务有限公司,11714,0373-2198999,0373-2198888,0,113.870756,35.295052,新乡市卫滨区解放大道南146号,1,4s店
11693,D3443,新乡市锦程汽车销售服务有限公司,11714,0373-5813333,0373-5296666,0,113.901801,35.264518,新乡市南环路与振中路十字路口东南角,1,4s店
11698,D3448,长垣大广汽车销售服务有限公司,11714,0373-8623333,0373-8914888,0,114.652665,35.186107,河南省新乡市长垣县大地亚飞汽车城院内,1,4s店
11706,D3457,新乡东安远达汽车销售服务有限公司,11714,0373-7771333,0373-7933333,0,114.008839,35.30202,新乡市新东产业集聚区东安汽车园内,1,4s店
11714,D3466,辉县市启航汽车服务有限公司,11714,0373-6259977,0373-6667666,0,113.828226,35.448263,辉县市三里屯转盘向东600米路南,1,4s店
11679,D3429,信阳全程汽车销售服务有限公司,11679,0376-3809577,0376-3809777,0,114.154211,32.132725,河南省信阳市312国道（银钱村）北京现代4S店,1,4s店
11703,D3453,信阳和润汽车销售服务有限公司,11679,0376-6798999,0376-8111111,0,114.207714,32.132866,信阳市工业城312国道与京港澳高速交叉口向西500米路南,1,4s店
12345,D3481,固始联盛汽车销售服务有限公司,11679,0376-4061111,0376-4081111,0,115.668494,32.133218,固始县城关怡和大道南段,1,4s店
11674,D3422,许昌亿阳汽车销售服务有限公司,11691,0374-8371111,0374-8370000,0,113.880279,34.042036,许昌市东城区莲城大道与魏武路交叉口向西50米路南,1,4s店
11691,D3441,许昌双亿汽车销售服务有限公司,11691,0374-2538888,0374-2537777,0,113.434632,"34.160785
",河南省禹州市腾飞路恒力汽车物流园,1,4s店
11709,D3460,许昌兆通汽车销售服务有限公司,11691,0374-7013999,0374-7010999,0,113.795791,34.222752,长葛市钟繇大道中段（东转盘向南900米路东）,1,4s店
12232,D3463,许昌市恒悦汽车销售服务有限公司,11691,0374-2593999,0374-2593777,0,113.860469,33.9899,许昌市南环路东段,2,4s店
12340,D3485,许昌正通福达汽车销售服务有限公司,11691,0374-2337111,0374-2678111,0,113.807278,34.009325,河南省许昌市魏都区许由路与延安路交叉口向东100米路南,1,4s店
10502,D1403S01,长江登封店,10502,,0371-62901555,0,113.053889,34.446066,登封市滨河路裕达汽车广场院内,5,卫星店
10503,D1402S01,万佳捷泰新郑店,10502,,0371-62593888,0,113.719891,34.410803,郑州市新郑市郑韩路465号,5,卫星店
11669,D3416,河南裕华金阳光汽车销售服务有限公司,10502,0371-65590077,0371-65590011,0,113.684412,34.869012,郑州市花园路与开元路交叉口河南汽车贸易中心,1,4s店
11670,D3417,河南万佳捷泰汽车贸易有限公司,10502,0371-68879636,0371-68879660,0,113.696768,34.725031,郑州市城东南路30号-1号,1,4s店
11671,D3418,河南长江汽车销售服务有限公司,10502,400-6599-111,0371-66539222,0,113.715984,34.753175,郑州市郑汴路116号,1,4s店
11683,D3433,郑州北环汽车贸易有限公司,10502,0371-88880608,4006599599/0371-88880508,1,113.661477,34.817322,郑州市北环路中段路北,1,4s店
11686,D3436,河南天行健汽车服务有限公司,10502,0371-65663333,0371-67962222/0371-55612888,0,113.498629,34.758881,郑州市中原区郑上路与兰州北路交叉口向南500米大中原汽车城北京现代天行健店,1,4s店
11699,D3449,河南恒业汽车销售服务有限公司,10502,0371-86608811,0371-86608800,0,113.694964,34.841012,河南省郑州市中州大道与三全路交叉口北500米路西桑园汽车城,1,4s店
11707,D3458,郑州汇翔汽车销售服务有限公司,10502,0371-86561888,0371-86256666,0,113.635252,34.711998,郑州市嵩山路与南三环交汇处东北角百姓广场A馆,1,4s店
11708,D3459,新郑市天河汽车服务有限公司,10502,0371-62430888,0371-62430666,0,113.726153,34.597945,新郑市龙湖镇泰山路东段,1,4s店
11712,D3464,河南普源汽车销售服务有限公司,10502,0371-66805777,0371-66269666,0,113.766096,34.739872,东风南路与经北六路交叉口向西100米路北,1,4s店
11713,D3465,巩义市天行健汽车服务有限公司,10502,0371-64423266,0371-64427555,0,113.039854,34.783784,巩义市河洛路中段（金明汽车广场院内）,1,4s店
12279,D3479,新密天行健汽车服务有限公司,10502,0371-85809333,0371-85809222,0,113.38419,34.530799,开阳路与新华路交叉口北京现代天行健店,1,4s店
11692,D3442,周口长达汽车销售服务有限公司,11692,0394-8263222,0394-8101222,0,114.682178,33.656594,周口市北环路东段宏源精品汽车城,1,4s店
12103,D3468,周口广胜汽车销售服务有限公司,11692,0394-8175555,0394-8356666,0,114.638488,33.591939,周口市川汇区交通路东段(周项路口向东2公里）路北,1,4s店
12355,D3487,周口嘉禾汽车销售服务有限公司,11692,0394-8287999,0394-8512888,0,114.640959,33.59932,周口市川汇区太昊路与迎宾大道交叉口西北角80米路北,1,4s店
11687,D3437,驻马店市腾麟汽车贸易有限公司,11687,0396-2128777,0396-2227777,0,114.020174,33.041038,驻马店市文明路与纬四路交叉口路东,1,4s店
11701,D3451,驻马店市腾威汽车销售服务有限公司,11687,0396-8117666,0396-8117777,0,114.065352,33.021,驻马店市开源大道与驿城大道交叉口,1,4s店
12341,D3486,驻马店六和汽车销售服务有限公司,11687,0396-3307999,0396-3302777,0,114.006377,32.979652,驻马店市驿城区解放大道西侧王楼,1,4s店
11913,D4525,大庆业勤鸿润汽车销售服务有限公司,12111,0459-5050300,0459-5050588,0,124.86664,46.678415,大庆市让胡路区经济开发区汽车工业园,1,4s店
12111,D4518,大庆润达新亚汽车销售服务有限公司,12111, ,0459-8151666,0,125.153543,46.569121,大庆市高新区创业东街2号,2,4s店
12114,D4536,大兴安岭华东汽车销售服务有限公司,12114, 0457-8976555,0457-8975555,0,124.152731,50.413074,黑龙江省大兴安岭地区加格达奇区景观大道东延,1,4s店
11915,D4529,哈尔滨利泰汽车销售有限公司,12109,0451-82452255,0451-86216669,0,126.647046,45.737229,哈尔滨市香坊区文昌街257号,1,4s店
11916,D4530,哈尔滨汇华汽车销售服务有限公司,12109,0451-51687070,51688080,0,126.547211,45.706499,哈尔滨市道里区机场路161号,1,4s店
12109,D4516,哈尔滨百丰汽车销售服务有限公司,12109, ,0451-84375888,0,126.588062,45.73311,哈尔滨市道里区城乡路241号,2,4s店
12110,D4517,黑龙江亿发鸿运汽车销售服务有限公司,12109, ,0451-82427777,0,126.694314,45.773176,黑龙江省哈尔滨市道外区先锋路469号,2,4s店
12333,D4534,鹤岗市平远汽车贸易有限公司,12333,0454-8516663,0454-8516668,0,130.215546,46.796561,鹤岗市东山区东方红乡兴华村,1,4s店
11912,D4524,北安市成功万邦汽车销售服务有限公司,11912,0456-6811111,0456-6577777,0,126.467844,48.246065,北安市202国道西侧安康大街1号,1,4s店
11917,D4531,鸡西市隆达鑫煜汽车销售服务有限公司,11917,0467-6235111,0467-2438877,0,130.941304,45.262539,黑龙江省鸡西市鸡冠鸡恒路珍宝岛药业对面（北京现代4S店）,1,4s店
11908,D4520,佳木斯中天驭风销售服务有限公司,11908,0454-8756777,0454-8758777,0,130.215186,46.796555,佳木斯市友谊路1777号,1,4s店
11910,D4522,牡丹江百强丰源汽车销售服务有限公司,12113,0453－6336088,0453-6333111,0,129.645063,44.603406,黑龙江省牡丹江市阳明区光华街55号,1,4s店
12113,D4533,牡丹江市瑞宝宇通汽车销售服务有限公司,12113, ,0453-6247000,0,129.601797,44.562862,西安区海浪路185号,2,4s店
11911,D4523,七台河市隆达昌利汽车销售服务有限公司,11911,0464-2990999,0464-2990666,0,130.990232,45.763393,黑龙江省七台河市桃山区依勃公路六井道口,1,4s店
11909,D4521,齐齐哈尔瑞宝宏通汽车销售服务有限公司,11909,0452-6150707,0452-6150700,0,123.976273,47.307035,黑龙江省齐齐哈尔市龙沙区鹤城路北侧170号,1,4s店
11914,D4526,齐齐哈尔骏发汽车销售服务有限公司,11909,0452-6138088,0452-6106611,0,123.938116,47.309913,齐齐哈尔市龙沙区永安南大街135号,1,4s店
12112,D4528,双鸭山顺雷汽车销售服务有限公司,12112, , ,0,131.148545,46.709428,双鸭山市尖山区星之舟B栋,2,4s店
11918,D4535,绥化圣亚宏通汽车销售服务有限公司,11918,0455-8271119,0455-8270999,2,126.992439,46.592864,绥化市北林区绥化市经济技术开发区兴绥路88号,1,4s店
12141,S4517,同江市北昌轻型汽车保修有限责任公司,12141,0454-2972666/2972777, ,0,132.530919,47.657933,黑龙江省同江市大直路东段99号,4,维修站
12310,D4537,伊春宝瑞行汽车销售服务有限公司,12310,0454-6038878,0454-6038868,0,128.889254,47.732171,伊春市伊春区回龙湾大街99号101号,1,4s店
11723,D3524,恩施恒星汽车销售服务有限公司,12262,0718-8415533,0718-8413111,0,109.48723,30.331315,湖北省恩施市红庙开发区下官田,1,4s店
12262,D3543,恩施华悦汽车销售服务有限公司,12262,0718-8966098,0718-8966018,0,109.460825,30.288913,松树坪国际汽车城,2,4s店
11729,D3530,黄冈市新兴广源汽车销售有限公司,11729,0713-8817333,0713-8817555,0,114.90527,30.473826,湖北省黄冈市黄州区赤壁二路(中国石化侧面),1,4s店
12338,D3545,湖北显德汽车销售服务有限公司,11729,0713-2721988,0713-2727555,0,114.929982,31.149536,湖北省麻城市中馆驿镇神龙大道1号大广汽车城,1,4s店
11722,D3523,黄石市新兴汽车销售有限责任公司,11722,0714-6513833,0714-6537666,0,114.988203,30.216334,下陆区发展大道135号,1,4s店
11738,D3539,黄石市新兴振宇汽车销售有限公司,11722,0714-6377188,0714-6377177,0,115.027685,30.142186,金山街道办事处明港社区大棋大道358号,1,4s店
11724,D3525,荆门恒信华通汽车销售服务有限公司,11724,0724-6809555,0724-6809666,0,112.208997,31.01655,湖北省荆门市东宝区白云大道108号（水上公园正对面）,1,4s店
11720,D3521,荆州市恒信德龙汽车销售服务有限公司,11720,0716-8490919,0716-8490909,0,112.225925,30.361702,荆州市荆州区荆沙大道马河渔场,1,4s店
12334,D3548,荆州欣鼎汽车销售服务有限公司,11720,0716-4300555,0716-4081666,0,112.340922,30.23947,荆州开发区荆监一级公路以北,1,4s店
12237,D3540,潜江市利通双全汽车销售有限公司,12237,0728-6248588， 13307221976,0728-6237066，0728-6517666,0,112.871592,30.421041,园林办事处红梅西路99号,2,4s店
11721,D3522,十堰泽泰汽车销售服务有限公司,11721,0719-8761580,0719-8798888,0,110.85459,32.614561,湖北省十堰市东风大道33号,1,4s店
11734,D3535,十堰瑞实汽车销售服务有限公司,11721,0719-8289858,0719-8220888,0,110.836763,32.655289,湖北省十堰市张湾区浙江路万通工业园,1,4s店
11725,D3526,随州华强汽车销售服务有限公司,11725,0722-3587568,0722-3587565,0,113.427819,31.696952,湖北省随州市经济开发区十里铺村,1,4s店
12245,D3542,湖北天门天现汽车销售服务有限公司,12245,0728-5813366,0728-5812288,0,113.188997,30.610926,天门市三乡路陆羽汽车城二期B区（往小板方向）,2,4s店
11715,D3516,武汉华星鸿泰汽车销售服务有限公司,12319,027-84620815,027-84867777,0,114.115762,30.337556,武汉市汉阳区龙阳大道隆祥街22号,1,4s店
11716,D3517,湖北欣瑞汽车销售服务有限公司,12319,027-59516806,027-59516808,0,114.27472,30.632652,武汉市江汉区兴业路2号,1,4s店
11719,D3520,湖北港田汽车销售服务有限公司,12319,027-86680808,027-86833333,0,114.398065,30.60357,武汉市洪山区仁和路248号东湖和平汽车园（欢乐大道-欢乐谷正对面）,1,4s店
11728,D3529,武汉华星天佑汽车销售服务有限公司,12319,027-87590522,027-87768666,0,114.427659,30.488742,武汉市洪山区光谷大道463号 武汉职业技术学院东二门,1,4s店
11730,D3531,武汉广恒汽车销售服务有限公司,12319,027-87130688,027-87130588,0,114.331233,30.483972,武汉市洪山区丁字桥南路马湖角东北角2号,1,4s店
11731,D3532,武汉三环泽通汽车有限公司,12319,027-82280551,027-82288616,0,114.308652,30.667837,湖北省武汉市江岸区金桥大道1号中环商贸城,1,4s店
11735,D3536,武汉泽泰融通汽车销售服务有限公司,12319,027-59002929,027-59548888,0,114.420085,30.437628,湖北省武汉市东新开发区光谷大道九凤街一号,1,4s店
11737,D3538,武汉恒信华通汽车销售服务有限公司,12319,027-87600680,027-87666600,0,114.344949,30.479281,洪山区狮子山街华中农业大学西门1-1-3号,1,4s店
12319,D3547,武汉海福达汽车销售服务有限公司,12319,027-81813999,027-81815888,0,114.380958,30.381371,武汉市江夏区庙山经济开发区邬树村幸福工业园特1号,1,4s店
11736,D3537,武汉仙旺汽车销售有限公司,11736,0728-3280678,0728-3275222,0,113.429022,30.386893,湖北省仙桃市丝宝路北2号,1,4s店
11726,D3527,咸宁恒信路通汽车销售服务有限公司,11726,0715-8388588,0715-8388222,0,114.3209,29.8922,湖北省咸宁市咸安区桂乡大道特9号,1,4s店
11717,D3518,襄阳神星汽车销售服务有限公司,12332,0710-3338338,0710-3338335/0710-3338336,0,112.17474,32.093169,湖北省襄阳市襄州区春园东路51号,1,4s店
11733,D3534,襄阳市永奥汽车有限公司,12332,0710-2719990,0710-2719999/0710-2719988,0,112.257085,32.123494,湖北省襄阳市襄州区深圳工业园汽车城,1,4s店
12318,D3549,襄阳市英驰华星汽车服务有限公司,12332,0710-3338338,0710-3338335/3338336,0,112.174797,32.093257,樊城区春园东路51号,1,4s店
12332,D3544,襄阳市坤奥汽车有限公司,12332,0710-3351788,0710-2553333,0,112.075605,32.095363,樊城区襄阳西高速路口向前600米,1,4s店
11727,D3528,孝感贤良汽车销售服务有限公司,12270,0712-2511966,0712-2512666,0,113.991141,30.863477,湖北省孝感市孝武大道178号,1,4s店
12270,D3546,湖北沃特威汽车销售服务有限公司,12270,0712-8389999,0712-8388129,0,113.839197,30.672078,霍城大道17号,2,4s店
11718,D3519,宜昌腾龙汽车销售服务有限公司,11732,0717-6906333,0717-6906999,0,111.332888,30.720675,湖北省宜昌市东山开发区发展大道39号(质量技术监督局前行200米即到),1,4s店
11732,D3533,宜昌恒信华通汽车销售服务有限公司,11732,0717-7890222,0717-7716555,0,111.351481,30.780302,湖北省宜昌市夷陵区小溪塔发展大道（博大家私旁）,1,4s店
11883,D4316,湖南华运达汽车销售服务有限公司,11904,0731-84531788,0731-82886888,0,113.01565,28.238098,湖南省长沙市四方坪三一大道346号,1,4s店
11884,D4317,湖南瑞特汽车销售服务有限公司,11904,0731－85647007,0731-85647008,0,113.043773,28.128665,湖南省长沙市万家丽中路三段138号,2,4s店
11893,D4328,湖南世代汽车销售服务有限公司,11904,0731-88158999,0731-88155555,0,113.045352,28.175483,湖南长沙市雨花区长沙大道546号（机场高速入口）,1,4s店
11897,D4332,湖南中拓瑞达汽车销售服务有限公司,11904,0731-89941111,0731-89831111,0,112.863213,28.216226,长沙高新开发区嘉运路86号,1,4s店
11898,D4334,湖南永通华盛汽车销售服务有限公司,11904,0731-89780777,0731-89780888,0,112.991094,28.098158,长沙市芙蓉南路与黑梨路口交汇处往西500米,1,4s店
11900,D4336,湖南中拓瑞晟汽车销售服务有限公司,11904,0731-83209595,0731-83781818,1,113.603551,28.159052,浏阳市集里办事处平水村,1,4s店
11904,D4342,湖南省珈同汽车销售服务有限公司,11904,0731-88751853,0731-88751653,0,112.54064,28.242442,湖南省宁乡县白马桥乡白马村大塘组,1,4s店
12326,D4351,湖南能翔瑞弘汽车销售服务有限公司,11904,0731-84117392,0731-84117392,0,113.044467,28.203978,长沙市芙蓉区远大一路886号（远大路与古曲路交汇处）,1,4s店
11886,D4320,常德市星都汽车销售服务有限公司,12195,0736-7173333,0736-7179999     ,0,111.684341,29.075249,常德市常德大道3511号 （新世纪汽车城对面）,1,4s店
11902,D4338,常德双星星润汽车销售服务有限公司,12195,0736-7328777,0736-7328898,0,111.729062,28.933768,常德经济技术开发区德山镇樟木桥居委会十组,1,4s店
12195,D4340,常德三力汽车销售服务有限公司,12195,0736-3326666,0736-3220088,0,111.77986,29.653754,湖南省澧县澧浦街道办事处柳家村三组,2,4s店
11888,D4322,郴州京湘汽车服务有限公司,11888,0735-2198111,0735-2198333,0,113.046244,25.780882,郴州市青年大道磨心塘处（市环保局斜对面）,2,4s店
12283,D4348,郴州京楚汽车服务有限公司,11888,0735-2859111,0735-2859222,0,112.990802,25.751234,郴州市开发区郴州大道与万华路交汇处（工业园旁）,1,4s店
11885,D4319,衡阳市华利汽车销售服务有限公司,11885,0734-2890222,0734-2890111,0,112.581066,26.88016,衡阳市华新开发区西外环路杨柳汽贸城,1,4s店
11899,D4335,衡阳市铭星汽车销售服务有限公司,11885,0734-8466222,0734-8166111,0,112.61743,26.946795,湖南衡阳石鼓区松木乡花叶塘组,1,4s店
12139,S4319,花垣县保吉汽车修理厂,12139,0743－7257363, ,0,109.485603,28.560118,湖南省湘西自治州花垣县佳民村,4,维修站
11901,D4337,怀化永通华峰汽车销售服务有限公司,11901,0745-2330666,0745-2330333,0,110.005691,27.525401,怀化市鹤城区杨村乡蒲天垄村一组,1,4s店
12203,D4347,娄底市智信汽车销售服务有限公司,12336,0738-8558886,0738-8558881,1,112.053767,27.74452,湖南省娄底市娄星区湘阳街北京现代4S店,2,4s店
12336,D4349,娄底市宝祥汽车销售有限公司,12336,0738-2882222,0738-8382222,0,112.024872,27.666034,高铁站往南150米中南汽车城内北京现代宝祥店,1,4s店
11891,D4326,邵阳市宝京汽车销售服务有限公司,11891,0739-5279066,0739-5279088,0,111.521749,27.252894,邵阳市双清区宝庆东路169号-A,1,4s店
12198,D4343,邵阳市天娇宝胜汽车销售服务有限公司,11891,0739-5200001,0739-5200009,0,111.569419,27.261043,邵阳市双清区邵阳大道与世纪大道交汇处,2,4s店
10508,D2306S01,九城湘乡店,11887,,0731-52711111,0,112.519968,27.759758,湘乡市红仑经济开发区湘乡大道26号,5,卫星店
11887,D4321,湘潭九城车业有限公司,11887,0731－55573333,0731-52512222,0,112.961087,27.854045,湘潭市河东大道170号,1,4s店
11895,D4330,湘潭九现汽车销售服务有限公司,11887,0731-52769999,0731-52768888,0,112.942855,27.938935,湘潭九华示范区湘望路汽车大世界A区,1,4s店
12108,D4346,湘西中拓瑞马汽车销售服务有限公司,12108, ,0743-8266919,0,109.753393,28.316164,湖南省吉首市镇溪办事处环城路,2,4s店
11892,D4327,益阳蓝马汽车销售服务有限公司,11892,0737-6182666,0737-6101555,0,112.398002,28.577312,益阳市赫山区十洲路北京现代4S店,1,4s店
11894,D4329,永州永通华悦汽车销售服务有限公司,11894,0746-6660087,0746-6660086,0,111.640016,26.300678,湖南省永州市零陵区潇湘汽车城,1,4s店
10507,D2309S01,梦达平江店,11890,,0730-6308555,0,113.586697,28.696568,平江县开发区平伍公路民爆大楼,5,卫星店
11890,D4324,岳阳市梦达汽车销售服务有限公司,11890,0730-8731222,0730-8731111,0,113.185255,29.375436,湖南省岳阳市岳阳楼区巴陵东路八字门398号北京现代梦达店,1,4s店
11903,D4341,岳阳华阳凯达汽车服务有限,11890,0730-8228188,0730-8228666,0,113.152653,29.320344,湖南省岳阳市岳阳楼区学院路北京现代4S店,2,4s店
12107,D4345,张家界力远天瑞汽车贸易有限公司,12107, ,0744-8208031,0,110.545204,29.128206,湖南张家界市永定区西溪坪3栋-102,2,4s店
12140,S4322,张家界昌荣汽车修配有限公司,12107,0744-8519688, ,0,110.461727,29.142648,张家界东红汽车服务有限公司,4,维修站
10505,D2308S01,蓝代醴陵店,11889,,0731-23275777,0,113.517282,27.682415,醴陵县醴畋东路105号湘林大厦门面,5,卫星店
10506,D2308S02,蓝代攸县店,11889,,0731-24221555,0,113.349862,26.982697,攸县湘东汽贸城,5,卫星店
11889,D4323,株洲蓝代汽车销售服务有限公司,11889,0731-22225533,0731-28485511,2,113.161757,27.869502,株洲市荷塘区红港路（国家）汽车城品牌专卖区北京现代4S店,1,4s店
11896,D4331,株洲蓝现汽车销售服务有限公司,11889,0731-22193777,0731-22193666,0,113.156098,27.776686,湖南省株洲市芦淞区董家塅高科园,1,4s店
12115,D4629,白城市致诚汽车销售服务有限公司,12115, 0436-5886008, 0436-5882888,0,122.833038,45.58139,吉林省白城市经济开发区洮白一级公路888号汽车物流园区北京现代致诚店,1,4s店
11931,D4630,白山市益信汽车销售服务有限公司,11931,0439-6667333,0439-6667111,0,126.443451,41.973481,白山市浑江区营白公路入口处北900米（开发区）,1,4s店
10495,D2601S01,华众农安店,12229,,0431-83395678,0,125.191638,44.46888,农安县302国道吉刚汽贸城,5,卫星店
11919,D4616,长春华众汽车销售服务有限公司,12229,0431-84614555,0431-84614666,0,125.402523,43.864047,长春市东环城路10043号,1,4s店
11925,D4622,吉林省韩亚汽车销售服务有限公司,12229,0431-85128700,0431-85746777,0,125.212475,43.832164,长春市汽车产业开发区长沈路3477号,1,4s店
11928,D4625,长春金达洲瑞威汽车销售服务有限公司,12229,0431-81235040,0431-81235222,0,125.298102,43.986068,长春市宽城区北凯旋路与兴旺路交汇（新光复路市场以南）,1,4s店
11930,D4627,吉林省成铭汽车销售服务有限公司,12229,0431-89307755,0431-89543777,0,125.222741,43.780286,长春市高新区卓越大街与宜居路交汇,1,4s店
12229,D4633,榆树市顺星汽车销售服务有限公司,12229,0431-83014567,0431-83744567,2,126.580769,44.855614,吉林省长春市榆树市榆树大街与北外环交汇处西行100米鑫海汽贸城北京现代榆树顺星店,2,4s店
12243,D4634,长春市仲昆汽车销售服务有限公司,12229,0431-81058805,0431-81058806,0,125.254762,43.888289,长春汽车经济技术开发区洛阳路2100号,2,4s店
12356,D4635,德惠市广诚汽车销售服务有限公司,12229,0431-88337000,0431-87202345,0,125.702102,44.524895,西新华街80号,1,4s店
12143,S4618,敦化市常通汽车维修服务有限公司,12143,0433-6240345, ,0,128.242245,43.365447,吉林省敦化市翰章南大街40号,4,维修站
11920,D4617,吉林市宏利源汽车贸易有限公司 ,11920,0432-64679333,432-64646366,0,126.567927,43.805209,吉林市吉丰东路,1,4s店
