code,name,rssc_code,province_code,city_code,district_code,phone,fax,email,address,service_tel,hot_line
21041,玉溪嘉程汽车销售服务有限公司,30001,52,345,,0877-2045333,0877-2045558,skodaynyx@163.com;Zcs911921@sina.com;74321041-yx@1,玉溪市太极路延长线与玉江大道交叉口(程业二手车交易市场侧门),0877-2045788,
21061,红河州鸿天汽车经贸有限公司,30001,52,352,,0873-8874111,0873-8874006,Skoda_21061@vip.163.com,云南省红河哈尼族彝族自治州开远市建设东路近兴元北路,0873-8874444,
21111,文山联诚汽车经贸有限责任公司,30001,52,351,,0876-2822111,,,云南省文山壮族苗族自治州文山县国际汽车城S-06地块,,
21021-01,云南中机金鼎汽车贸易有限公司(昆明中机红河州展厅),30001,52,352,,,,,云南省红河州开远市东联村景山路口,,
21011-04,云南中致远云达汽车销售有限公司(昆明中致远楚雄市展厅),30001,52,354,,,,,云南省楚雄州楚雄市紫溪大道,,
21091,大理洋辰汽车服务有限公司,30001,52,355,,0872-2504888,,,云南省大理白族自治州大理市凤仪镇祥云路大理丰赢汽车城,0872-2478555,
21021-04,云南中机金鼎汽车贸易有限公司(昆明中机大理展厅),30001,52,355,,,,,大理市经济开发区苍山东路537号,,
21041-01,玉溪嘉程汽车销售服务有限公司(玉溪嘉程普洱市展厅),30001,52,600,,0879-2128644,,,云南省普洱市思茅区宁洱大道16号,,
10011,浙江迅通汽车有限公司,60001,53,174,,0571-88291000,0571-88291000,Yunlong-hu@126.com;skodazj001@126.com;skoda_10011@,杭州沈半路300号(元通汽车广场对面),0571-88291000,
10021,浙江捷康汽车销售服务有限公司,60001,53,174,,0571-86017777,0571－86491129,skoda-zjjk@vip.163.com;skoda_10021@vip.163.com,杭州艮山东路351号(麦德龙超市东50米),0571-86495999,
10291,杭州元谷汽车有限公司,60001,53,174,,0571-89369999,0571-89361300,skoda_10291@vip.163.com;majianhuasvw@163.com,余杭区东湖北路220号,,
10251,杭州德达汽车有限公司,60001,53,174,,0571-56878888,0571-56878887,LONGTAO138@163.COM;skoda_10251@vip.163.com;Fjy1020,杭州市西湖区西溪路668号,0571-56878899,
10141,杭州振发汽车销售服务有限公司,60001,53,174,,0571-83691988,0571-82231110,skoda_10141@vip.163.com,杭州市萧山区亚太路128号（绕城高速城南出口向右300米),0571-82278277,
10071,宁波捷通汽车销售服务有限公司,60001,53,175,,0574-88190111/88191000,0574-27828568,jt@skodaningbo.com;jt@ningboskoda.com;skoda_10071@,宁波市鄞州区下应镇下应北路600号,0574-88190555,
10371,宁波天天欣汽车服务有限公司,60001,53,175,,0574-55717722,0574-55717688,skoda_10371@vip.163.com,浙江省宁波市海曙区丽园南路南苑街交叉口,0574-55331234,
10391,宁波国宏汽车销售有限公司,60001,53,175,,0574-65227999,0574-65136102,skoda_10391@vip.163.com,浙江省宁波市宁海县梅林街道平安西路26号宁海物流中心A5地块一期3#地块,0574-65136113,
10131,慈溪市腾峰昊达汽车销售服务有限公司,60001,53,175,,0574-58587000,0574-58587012,skoda_10131@vip.163.com;cjy@towin-skoda.com;s74310,慈溪市逍林镇新园村16号,0574-58587019,
10241,宁波众达汽车销售服务有限公司,60001,53,175,,0574-55222111,0574-55223501,skoda_10241@vip.163.com,北仑大港一路58号旁,0574-55222333,
10121,余姚腾峰汽车销售服务有限公司,60001,53,175,,0574-62851888,0574-62851005,skoda_10121@vip.163.com,余姚市阳明西路688号,0574-62851000,
10081,宁波腾峰汽车销售服务有限公司,60001,53,175,,0574-86561111,0574-87076188,info@towin-skoda.com;yxf@towin-skoda.com;wj@towin-,宁波市镇海区骆驼街道慈海南路2166号,0574-86561133,
10041,温州迅通汽车有限公司,60001,53,176,,0577-86087777,0577-86082208,xiangdonghu@163.com;skodawz@163.com;skoda_10041@vi,浙江省温州市瓯海区牛山南路138号（靠近月乐西街）,0577-86733456,
10041-01,温州迅通汽车有限公司(温州迅通凤北路展厅),60001,53,176,,0577-85550777,,,浙江温州瓯海梧埏街道蛟凤北路汽车城,,
10181,海宁市众达汽车销售服务有限公司,60001,53,177,,0573-87909999,0573-89702800,skoda_10181@vip.163.com,浙江省嘉兴市海宁市嘉海公路、由拳路交叉口,0573-89702827,
10191,桐乡市禾众众达汽车销售服务有限公司,60001,53,177,,0573-81888333,0573-81885201,skoda_10191@vip.163.com,浙江省嘉兴市桐乡市庆丰南路961号,0573-88888566,
10111,湖州绿地申达汽车销售服务有限公司,60001,53,178,,0572-2288555,0572－2126969,skoda_10111@vip.163.com;74310111-hz@163.com;tt0719,湖州杭长桥北路998号,0572-2121753,
10311,浙江长兴力恒汽车销售服务有限公司,60001,53,178,,0572-6031555,,,浙江省湖州市长兴县长兴经济技术开发区D区长洪公路以北、经四路以西,0572-6857111,
10111-02,湖州绿地申达汽车销售服务有限公司(湖州绿地安吉展厅),60001,53,178,,0572-2121617,,,湖州市安吉县灵芝西路692-698号,,
10091,浙江捷玲汽车销售服务有限公司,60001,53,179,,0575-88223333,0575-88223399,Svw2310629@vip.163.com;sxszch606018@163.com;skoda_,绍兴市袍江新区西湖头(国家电网旁),0575-88223350,
10261,浙江冠松越达汽车销售服务有限公司,60001,53,179,,0575-81103333,,skoda_10261@VIP.163.com,浙江省绍兴市绍兴县金柯桥大道冠松路,0575-81103311,
10361,绍兴浩瑞汽车销售服务有限公司,60001,53,179,,0575-82710288,,skoda_10361@vip.163.com,浙江省绍兴市上虞市汽车市场内（329国道小越岭下）,0575-82710299,
10431,浙江梦达汽车有限公司,60001,53,179,,0575-87316111,,,浙江省绍兴市诸暨市陶朱街道车城一路1号,,
10051,金华宇通汽车销售服务有限公司,60001,53,180,,0579-82105888,0579-82165333,Jhdz001@163.com;skodajhyt@vip.sohu.com;skoda_10051,金华仙桥汽车城纵六路6号（中心广场东侧，二手车市场前）,0579-82083032,
10351,永康市浩博汽车销售有限公司,60001,53,180,,0579-87023333,0579-87101238,skoda_10351@vip.163.com,浙江省金华市永康市西塔一路,0579-87266719,
10051-04,金华宇通汽车销售服务有限公司(金华宇通武义展厅),60001,53,180,,0579-87668678,,,明招路18号,,
10051-05,金华宇通汽车销售服务有限公司(金华宇通兰溪展厅),60001,53,180,,0579-88582858,,,兰溪市丹溪大道,,
10051-06,金华宇通汽车销售服务有限公司,60001,53,180,,,,,浙江省金华市浦江县恒昌大道35号,,
10231,舟山翔锐汽车销售服务有限公司,60001,53,182,,0580-2925777,0580-2925777,skoda_10231@vip.163.com;wuyongkun311@163.com;yongj,浙江省舟山市定海区双桥镇汽车城,0580-2958999,
10231-01,舟山翔锐汽车销售服务有限公司(舟山翔锐弘生大道展厅),60001,53,182,,0580-2928080,,,弘生大道158号,,
10061,台州迅通汽车有限公司,60001,53,183,,0576-82989999,0576-82583508,xfsajj@126.com;skoda_10061@vip.163.com,"台州市路桥区灵山街258号(山珊路,电力大厦附近)",0576-82987777,
10151,丽水市怡众汽车销售服务有限公司,60001,53,184,,0578-2356222,0578-2175425,skoda10018@163.com;skoda1111@163.com;Wrj578@vip.16,丽水市丽青路181号,0578-2356221,
01121,北京万通国发汽车销售服务有限公司,10001,55,37,,010-87504818,,skoda0620@126.com,北京市丰台区南四环中路260号(京南汽车城内),010-87504791,
01101,北京北方福润汽车销售服务有限公司,10001,55,39,,010-82336060,,skoda-01101@vip.163.com;skoda_litingting@163.com,北京市海淀区五道口新村4号（北京航空航天大学西门口）,010-82336060-2,
01111,北京市艾潇商贸有限公司,10001,55,42,,010-51193188,,skoda-01111@vip.163.com;s74301111_bj@163.com,北京市朝阳区姚家园路东口甲1号北京东方基业国际汽车城市场10号,010-51193556,
01031,北京君奥达汽车销售服务有限公司,10001,55,43,,010-88915588,010-88919191,Liuweike72@yahoo.com.cn;592496865@qq.com;9hamay@16,北京市石景山区古城大街（特钢公司厂内)北京国际汽车贸易服务园区F区5号,010-68888133,
01081,北京上汽安吉斯鸿汽车销售有限公司,10001,55,42,,010-84915066,84916779,shihong55580@sohu.com;jianhuac@saic-bj.com;jianguo,北京市朝阳区来广营西路甲18号,010-84916221,
01071,北京中润发迪奥汽车贸易中心,10001,55,42,,010-87395559,010-63423877,skoda@zrf.com.cn;74301071-bj@163.com;licui712@163.,北京朝阳区白鹿司261号,010-87395559,
01091,北京正吉星汽车销售服务有限公司,10001,55,48,,010-69059988,69051999,svw0113@csvwbj.com,北京密云县新南路37号,010-69087676,
01061,北京运通博达汽车销售服务有限公司,10001,55,50,,010-67861777,010-67885633,skoda-01061@vip.163.com,北京市北京经济技术开发区东环北路乙1号南厅,010-67861777-7701,
01131,北京运通兴润汽车销售服务有限公司,10001,55,50,,010-69286177,,,北京市大兴区新福路(大兴区鑫远汽车产业园内),010-69280477,
31031,重庆万友尊达汽车销售服务有限公司,30001,56,207,,023-62382688,,,重庆市南岸区光电路18号,023-62382788,
31011,重庆中汽西南思达汽车销售服务有限公司,30001,56,210,,023-67468880,023-67468577,skodacq99@126.com,重庆市北部新区经开园金渝大道88号(汽博中心内),023-67468881,
31021,重庆高新璟锐汽车有限公司,30001,56,212,,023-88109898,023-88109869,xiandaihy@163.com;s74331021_gx@163.com;skoda_cqgx@,高新区火炬大道101号,023-88109856,
31021-01,重庆高新璟锐汽车有限公司,30001,56,215,,,,,重庆市渝中区长江一路76号,,
30011,海南龙达汽车销售服务有限公司,50001,57,320,,0898-66815835,0898-66831536,skoda_30011@vip.163.com,海南省海口市秀英区南海大道113号,0898-66837316,
08021-01,上海百联沪北汽车销售有限公司(上海百联茂名路展厅),20001,58,95,,021-51870079,,,上海市卢湾区茂名南路１号,,
08011,上海东昌思达汽车销售服务有限公司,20001,58,102,,021-68931000,021-68931000,shdc_skoda@126.com;skoda_08011@vip.163.com;zhuangz,上海市浦东新区御桥路1466号,021-68938104,021-96800
08061,上海绿地徐捷汽车销售服务有限公司,20001,58,102,50329669,50329669,021-52352069,74308061_sh@163.com;lifong78118@163.com;SKODA_0806,上海浦东新区川桥路350号,50329339,
08131,上海凌峰汽车销售服务有限公司,20001,58,104,,021-67221111,,skoda_08131@vip.163.com,上海市金山区亭卫公路2011号,021-67221111,
08091,上海佳网汽车销售服务有限公司,20001,58,105,,021-67741199*100,67742299,zz1111@263.net;74308091-sh@163.com;skoda_08091@vip,美能达路800号,021-67740111-121,
08111,上海盛新汽车销售服务有限公司,20001,58,107,,021-59705333,021-59705369,oliver_fj0420@hotmail.com;shsx_4670@163.com,青浦区外青松公路4670号,021-59705880,
08141,上海众隆汽车销售服务有限公司,20001,58,108,,021-37572999,,zhonglongSKD@163.com,上海市奉贤区沪杭公路1108号,021-37572626,
08081,上海永达巴士汽车销售服务有限公司,20001,58,101,,,54476789,lj_2124@163.com;ydliliwang@126.com;iorizhouyu@hotm,上海市虹梅路1682号,021-64853030,
08161,上海百合汽车销售有限公司,20001,58,106,,021-68162530,,,上海市南汇区浦东南六公路/鹿吉路（六灶镇3街坊1/3丘）,021-68162550,
08021,上海百联沪北汽车销售有限公司,20001,58,93,,4008803456/021-56657979,51870079,Shilong129@hotmail.com;bailian_skoda@hotmail.com;s,上海市共和新路3550号（百联汽车广场内）,021-56658973,
08121,上海西上海盛达汽车销售服务有限公司,20001,58,97,,021-36517800,021-36517558,skoda_08121@vip.163.com,上海市宝山区宝安路潘泾路399号,021-36518500,
08101,上海交运起成汽车销售服务有限公司,20001,58,98,,021-64173030,021-61363133,huamingmin8481@yahoo.com.cn;13311801511@189.cn;siy,中山南二路555号,021-61369559,
08031,上海西上海安达汽车销售服务有限公司,20001,58,103,,59575050,39570882,Skoda4s@126.com;skoda_08031@vip.163.com,上海市嘉定区安亭国际汽车城南安路266号(墨玉南路、南安路，加油站西侧）,021-59578181,
08041,上海云峰交运汽车销售服务有限公司,20001,58,94,,52810202,52810727,skoda@yunfenggroup.com;yfjy@shskoda.com;skoda_0804,上海市普陀区真北路1038号(近怒江北路),021-52811622,
08051,上海江湾五角场汽车销售服务有限公司,20001,58,91,,021-51670660,51670656,jwwjcskoda@163.com;skoda_08051@vip.163.com,民庆路208号(近国和路),021-51670675,
29051,天津市轩德汽车贸易有限公司,10001,59,158,,022-87201818,022-87201000,svwskodaxd@126.com,天津市西青区经济开发区大寺高新技术产业园,022-87201515,
29061,天津市中乒荣达汽车销售服务有限公司,10001,59,161,,022-26728406,,,天津市北辰区科技园区,022-26728506,
29011,天津雅华汽车销售有限公司,10001,59,166,,022-84908881,,,天津市东丽区空港物流加工区汽车园中路61号,022-84908811,
29031,天津中乒腾达汽车销售服务有限公司,10001,59,167,,022-27650598,022-27650598,zhongpingtengda@126.com;mqx429@hotmail.com,南开区长江道110号,022-27650082,
10031,浙江众达汽车销售服务有限公司,60001,53,177,,0573-82583333,,skodajx@vip.163.com;skoda_10031@vip.163.com,浙江省嘉兴市南湖区大桥镇南溪东路与亚太路交叉口西北侧,0573-82585555,
12081,吉安市赣新汽车贸易有限公司,60001,23,195,1470,0796-2193123,,,江西省吉安市青原区青原汽车文化城16#地块,,
22041,贵州瀚羿睿达汽车销售服务有限公司,30001,12,311,311,,,,贵州省贵阳市清镇市毛栗村,0851-2545057,
07101,大庆通晟达汽车销售服务有限公司,10001,17,81,null,0459-8993111,,,黑龙江省大庆市高新区汽车工业园新兴大街7号,0459-8139567,
18041-02,岳阳华宇平江县展厅,50001,21,229,1201,,,,湖南省岳阳市平江县开发区平伍公路民爆大楼斜对面,,
26011-03,西宁金岛格尔木展厅,30001,35,394,1803,,,,青海省海西蒙古族藏族自治州格尔木市柴达木西路62218部队综合库,,
03111,乌海市奥捷胜达汽车销售服务有限公司,10001,33,2,1664,0473-2085111,,,内蒙古自治区乌海市海勃湾区林荫大道青山路路口,,
22051,六盘水钟祥众达汽车销售服务有限公司,30001,12,312,520,0858-6600123,0858-6600123,,贵州省六盘水市钟山区经凤路,,
09431,海安众达汽车销售服务有限公司,20001,22,118,1333,0513-80819999,,,江苏省南通市海安县S221苏海汽车城,,
19221,新乡市东安顺达汽车销售服务有限公司,40001,18,263,961,0373-5218888,,,河南省新乡市红旗区金穗大道东段京珠高速（新长北线）东2000米新东汽车园内北京现代西,0396-3581888,
18131,湖南九城德众汽车销售服务有限公司,50001,21,224,1157,,,,湖南省长沙市岳麓区含浦大道丰顺路,0731-89671630,
21091-01,大理洋辰汽车服务有限公司,30001,52,349,2584,,,,云南省保山市腾冲县腾越镇华严路,,
17031-06,武汉捷科众志汽车贸易有限公司,40001,19,256,19,,,,湖北省潜江市园林办事处章华南路58号（与原场地垂直的临近地块）,,
07051-02,佳木斯中恒汽车销售服务有限公司,10001,17,79,811,,,,黑龙江省双鸭山市集贤县双福路安邦现代城商服,,
02171-01,邢台杭龙汽车销售服务有限公司,10001,15,26,645,,,,河北省邢台市宁晋县新兴路中段路东,,
02171-02,邢台杭龙汽车销售服务有限公司,10001,15,26,649,,,,河北省邢台市清河县新世纪大道国家电网对过,,
07071-01,牡丹江宏飞汽车销售服务有限公司,10001,17,83,861,,,,黑龙江省牡丹江市阳明区光华街71号,,
20021-04,四川申蓉泓盛汽车贸易有限公司,30001,41,322,2184,,,,四川省成都市温江区海峡两岸科技园新华路一段,,
08101-02,上海交运起成汽车销售服务有限公司,20001,58,94,,62880355,,,上海市普陀区谈家渡路18号,,
21091-02,大理洋辰汽车服务有限公司,30001,52,350,2585,,,,云南省丽江市古城区祥和路77号,,
18011-04,湖南永通华锐汽车销售服务有限公司,50001,21,224,1155,,,,湖南省长沙市望城区雷锋大道星城镇228号,,
09371,苏州东昌思达汽车销售服务有限公司,20001,22,122,1368,,,,江苏省苏州市吴中区机场路（金鸡湖大道）近长虹北路,0512-65020900,
11021-04,安庆柏盛潜山展厅,40001,01,130,43,,,,安徽省安庆市潜山县舒州大道,,
31051,重庆互邦芮斯汽车销售服务有限公司,30001,56,219,null,023-72315858,,,重庆市涪陵区迎宾大道内侧崇义街道高山湾4组与东风悦达起亚相邻,023-72315959,
24131,榆林市宝圣汽车销售服务有限公司,30001,36,366,,0912-3502333,,malong817@163.com,陕西省榆林市榆阳区麻黄梁工业区榆麻路A8-01-03,,
22061,贵州众恒翼勃汽车销售服务有限公司,30001,12,318,,0855-8686777,,Jyj8199@163.com,贵州省黔东南苗族侗族自治州凯里市经济开发区开元大道北段39-1-3,,
14171-04,威海众达汽车服务有限公司,40001,37,146,,0631-7518203,,,山东省威海市荣成市崂山街道办事处小迟家村,0631-5258333,
09401,靖江众达汽车销售有限公司,20001,22,117,,0523-84080008,,,江苏省泰州市靖江市中州西路靖江国际汽贸城,,
26021,青海金岛振祖汽车销售有限公司,30001,35,387,,,,,青海省西宁市城中区南川工业园区S101,,
17151,武汉捷科众诚汽车贸易有限公司,40001,19,240,,,,,湖北省武汉市洪山区和平乡铁机村2号5号地,,
08171,上海安吉斯领汽车销售服务有限公司,20001,58,101,,021-37581500,,,上海市闵行区沪闵公路3388号,021-33581511,
14221-01,临沂佳利达苍山展厅,40001,37,152,,,,,山东省临沂市苍山县城西环路北段西侧,,
20171-01,成都市艾潇商贸有限公司,30001,41,322,,,,,四川省成都市金堂县金堂大道997号,,
11041,马鞍山市中易达汽车销售服务有限公司,40001,01,129,,0555-2107622,,,安徽省马鞍山市雨山区工业园九华路西段,0555-2107655,
11081,六安鑫晟汽车销售服务有限公司,40001,01,138,,,,,安徽省六安市金安区312国道,,
10211,富阳金通汽车有限公司,60001,53,174,,0571-63267777,,,浙江省杭州市富阳市金桥北路富阳汽贸城内,0571-61799727,
10301,临海迅通汽车有限公司,60001,53,183,,0576-89113333,,,浙江省台州市临海市江南大道958号,0576-89114444,
20141,南充达和品信汽车销售服务有限公司,30001,41,332,,0817-3599222,,,四川省南充市高坪区江东中路516,0817-3599333,
14311,东营创大汽车销售有限公司,40001,37,143,,,,,山东省东营市东营区郝家汽车园,,
02191,廊坊市燕达汽车贸易有限公司,10001,15,33,,,,,河北省廊坊市安次区西外环南延路工业园区铭顺大道2号,,
02211,河北信实汽车销售服务有限公司,10001,15,24,,0311-66176111,,,河北省石家庄市裕华区建通街28号,,
14261-01,青州亿达汽车销售服务有限公司,40001,37,144,,,,,山东省潍坊市临朐县骈邑路,,
04121-01,山西汇众达贸易有限公司,10001,38,13,,0351-5685884,,,太原市新晋祠路新能源汽车城1号城市展厅,,
10111-03,湖州绿地申达汽车销售服务有限公司,60001,53,178,,,,,浙江省湖州市德清县武康镇休闲街88-110号,,
11021-02,安庆柏盛汽车销售服务有限公司,40001,01,130,,,,,安徽省安庆市桐城市兴尔旺大市场汽摩城,,
13011-03,福建省泉州市世纪汽车销售服务有限公司,50001,05,202,,,,,福建省泉州市永春县桃城镇206省道旁,,
09201-03,泰州众达汽车销售服务有限公司,20001,22,117,,,,,江苏省泰州市姜堰市华东汽车城一层D1-5号,,
09201-04,泰州众达汽车销售服务有限公司,20001,22,117,,,,,江苏省泰州市兴泰公路临城加油站东侧北1号楼,,
11141,淮北瑞捷汽车销售服务有限责任公司,40001,01,125,6,,,,安徽省淮北市相山区南黎路86号,,
20191,达州申和品信汽车销售服务有限公司,30001,41,335,,,,,四川省达州市达县杨柳工业配套园区2号路,,
05171,大连裕华汽车销售服务有限公司,10001,29,54,,,,,"辽宁省大连市沙河口区星海广场(展厅),太原街(车间)",,
08181,上海瑞晶汽车销售服务有限公司,20001,58,97,,021-66989166,021-66985878,,上海市宝山区一二八纪念路28号甲,,
12111,江西众达汽车销售服务有限公司,60001,23,193,,0793-8111234,,,江西省上饶市信州区三清山中大道588号,,
20051-02,乐山金陵汽车销售服务有限公司,30001,41,331,,,,,四川省乐山市峨眉山市胜利镇新东西干道康桥水郡2期10幢1-4号,,
12011-07,江西宝达汽车销售服务有限公司,60001,23,185,,,,,江西省南昌市新建县长堎大道1616号城开国际学园新公寓楼,,
05161-01,抚顺广联达汇通汽车销售服务有限公司（抚顺广联达丹东路展厅 ）,10001,29,56,,,,,辽宁省抚顺市望花区丹东路北(抚顺市汽车技术学校院内),,
19221-01,新乡市东安顺达汽车销售服务有限公司（新乡东安南环路展厅 ）,40001,18,263,,,,,河南省新乡市红旗区南环路18号,,
07031-01,新齐齐哈尔市中大汽车销售服务有限公司（齐齐哈尔中大黑河展厅 ）,10001,17,86,,,,,黑龙江省黑河市北安市汽车产业园区,,
24011-02,陕西盛方汽车销售服务有限公司（陕西盛方人民路展厅）,30001,36,359,,,,,陕西省西安市阎良区振兴办人民路西段高速路引道北侧,,
12021-02,赣州汇晟汽车销售服务有限公司（赣州汇晟南康市展厅 ）,60001,23,191,,,,,江西省赣州市南康市平岭村105国道旁边,,
10031-04,浙江众达汽车销售服务有限公司（嘉兴众达衢州展厅 ）,60001,53,181,,,,,浙江省衢州市柯城区三衢路718号,,
16061,广西昊道汽车销售服务有限公司,50001,09,297,,0771-5555605,,,广西壮族自治区南宁市江南区白沙大道12-1号,0771-5555605,
02231,保定市天益汽车贸易有限公司,10001,15,27,,,,,河北省保定市南市区长城南大街1485号世纪汽车城内,,
12121,赣州德鹏汽车销售服务有限公司,60001,23,191,,,,,江西省赣州市开发区105国道东侧雷诺4S店南侧,,
02221,承德兴骐汽车销售服务有限公司,10001,15,29,,,,,河北省承德市双滦区双塔山镇单塔子村松狮线路南,,
08192,上海富狮汽车销售服务有限公司,20001,58,97,,,,,上海市宝山区军工路5169号,,
19241,济源帝龙汽车销售服务有限公司,40001,18,275,,,,,河南省济源市帝龙二手车交易市场内,,
04121,山西汇众达贸易有限公司,10001,38,13,,,,,山西省太原市万柏林区玉门河北沿岸111号(紧邻上海大众）,,
21131,楚雄中宏汽车销售有限责任公司,30001,52,354,,,,,云南省楚雄彝族自治州楚雄市320国道旁滇中大商汇汽车城104号地块,,
14051-05,潍坊天和汽车销售服务有限公司（潍坊天和寿光展厅）,40001,37,144,,,,,山东省潍坊市寿光市圣城西街666号,,
20171-02,成都市艾潇商贸有限公司（成都艾潇内江展厅 ）,30001,41,330,,,,,"四川省内江市市中区双苏路6号（西浦观邸3-1-4,3-1-5）",,
20221,广元市金雄顺汽车销售服务有限公司,30001,41,328,,,,,四川省广元市市中区下西物流园区金顺汽车园,,
09471,泰兴永达众诚汽车销售服务有限公司,20001,22,117,,,,,江苏省泰州市泰兴市江平南路158号,,
27021,新疆海利汽车销售服务有限公司,30001,48,395,,0991-6637199,,,新疆维吾尔自治区乌鲁木齐市新市区南湖北路855号25栋,0991-6637399,
27011,新疆天汇申柯汽车销售服务有限责任公司,30001,48,395,,0991-6651188,,,新疆维吾尔自治区乌鲁木齐市米东区永顺街1642号天汇汽车城,0991-3858626,
03131,巴彦淖尔市奥捷胜达汽车销售服务有限公司,10001,33,10,,,,,内蒙古巴彦淖尔市临河区工业路8号,,
12131-01,南昌市嘉丰汽车销售服务有限公司 南昌嘉丰洪都南大道展厅,60001,23,185,,,,,南昌市洪都南大道207号酒店一楼,,
01021,北京页川斯达汽车销售服务有限公司,10001,55,39,,010-62958998,,,北京市海淀区安宁庄东路15号,010-62958998-2,
07091,哈尔滨哈得力金宜汽车销售有限公司,10001,17,76,,0451-58560555,,,黑龙江省哈尔滨市南岗区先锋路,,
17161,黄冈宜顺汽车销售服务有限公司,40001,19,250,,,,,湖北省黄冈市黄州区南湖路雪弗兰4S店对面,,
21141,西双版纳嘉程汽车销售服务有限公司,30001,52,353,,,,,云南省西双版纳傣族自治州景洪市澜沧江路13号,,
11101-01,宣城亚昊汽车销售服务有限公司,40001,01,136,,(0563)2616893,,,安徽省宣城市宁国市五里铺亚夏汽车城,,
19251-01,漯河市锦汇汽车贸易有限公司,40001,18,268,,(0395)3222288,,,河南省漯河市源汇区桂江路与经一路交叉口东南角,,
14441-01,青岛千霖锦龙达汽车销售服务有限公司青岛千霖莱西市展厅,10001,15,26,,,,,河北省邢台市南宫市汽车站对面,,
13111,厦门市全吉惠汽车销售有限公司,50001,05,199,,0592-6056788,,,福建省厦门市海沧区海沧大桥西段引桥南侧,,
20021,四川申蓉泓盛汽车贸易有限公司,30001,41,322,,028-85361616,028-85365260,srliyong@vip.sina.com;74320021-cd@163.com,四川省成都市武侯区武青南路43号（双星大道武侯国税局附近）,028-85373366,
14371,泰安睿远汽车销售服务有限公司,40001,37,148,,0538-8988666,,,山东省泰安市泰山区泰山国际汽车城,,
09091-03,南通长江众达汽车销售服务有限公司,20001,22,118,,,,,江苏省南通市港闸区城港路166号,,
14281-01,青岛顺安汽车销售有限公司,40001,37,140,,,,,山东省青岛市即墨市烟青路199号,,
14431,青岛振宇汽车销售服务有限公司,40001,37,140,,,,,山东省青岛市黄岛区飞宇汽车城8号厂房,,
15191-02,深圳市北方鹏盛汽车销售有限公司,50001,08,285,,,,,广东省东莞市长安镇振安一路521号,,
05051-01,朝阳铁成汽车销售服务有限公司,10001,29,60,,0429-2190055,,,辽宁省葫芦岛市龙港区龙程街文兴路口,,
25011,兰州金达康汽车销售服务有限公司,30001,07,369,,(0931)7715888,,,甘肃省兰州市安宁区北滨河路银滩大桥西北侧,,
14441,青岛千霖锦龙达汽车销售服务有限公司,40001,37,140,,,,,山东省青岛市平度市千霖汽车城,,
03081-01,鄂尔多斯市芝丰汽车销售服务有限公司鄂尔多斯芝丰东胜区展厅,10001,33,420,,,,,内蒙古自治区鄂尔多斯市东胜区鄂托克西街（铁西区）,,
14151-04,山东滨州金昊汽车有限公司滨州金昊无棣县展厅,40001,37,154,,,,,山东省滨州市无棣县大济路铭仕汽车城,,
09181-04,宿迁上众腾辉汽车销售服务有限公司宿迁上众沭阳展厅,20001,22,114,,,,,江苏省宿迁市沭阳县常州路43号,,
14151-05,山东滨州金昊汽车有限公司滨州金昊惠民县展厅,40001,37,154,,,,,山东省滨州市惠民县鲁北大街丰驰汽车城,,
10031-07,浙江众达汽车销售服务有限公司浙江众达嘉善展厅,60001,53,177,,,,,浙江省嘉兴市嘉善县人民大道与城西大道交叉路口（禾众商业广场）,,
10041-03,温州迅通汽车有限公司温州迅通乐清展厅,60001,53,176,,,,,浙江省温州市乐清市汇丰路2号（乐清市自动化仪表九厂内）,,
07051-04,佳木斯中恒汽车销售服务有限公司佳木斯中恒伊春展厅,10001,17,82,,,,,黑龙江省伊春市伊春区青山中大街139号,,
02171-03,邢台杭龙汽车销售服务有限公司邢台杭龙南宫市展厅,40001,37,140,,,,,山东省青岛市莱西市深圳路中段路西（团岛西路南侧）,,
