code,name,type,address,postcode,fax,tel1,telservice,tel24,hasImport,email,callcenter,blacklist,lng,lat,星级数量,星级级别,信用积分,点评数,推荐率,推荐数,服务态度,服务同城,服务水平,办事效率,办事同城,办事水平,专业技能,专业同城,专业水平,诚信可靠,诚信同城,诚信水平,好评率,好评数,差评率,差评数
3710301,宝鸡众信海博汽车销售服务有限公司销售店,专营店,陕西省宝鸡市眉县城西工业园,722300,/,/,0917-5543911,/,/,/,/,/,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710302,宝鸡众信天博汽车销售服务有限公司凤翔分公司,专营店,陕西省宝鸡市凤翔县秦公路,721400,0917-7226969,/,0917-7226969,/,0917-7226969,/,/,0917-7226969,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2710302,宝鸡众信海博汽车销售服务有限公司,4S店,陕西省宝鸡市金台区宝平路39号,721001,0917-3555932,/,0917-3556600,0917-3553035,0917-3555932,svw2403@163.com,0917-3553035,0917-3555932,107.160623,34.411737,1,1,87,98,98.97,97,10,1.54,上,10,3.4,上,10,2.59,上,10,3.4,上,88.77,87,0,0
2710303,宝鸡众信天博汽车销售服务有限公司,4S店,陕西省宝鸡市高新开发区东高新十二路,721013,0917-3959791,/,0917-3959666,18091719995,0917-3959791,svw2422@hotmail.com,0917-3959555,0917-3959791,107.293059,34.345491,3,1,203,235,97.02,228,10,1.54,上,10,3.4,上,10,2.59,上,10,3.4,上,86.38,203,0,0
3710601,延安祥盛汽车销售服务有限公司洛川销售店,专营店,陕西省延安市洛川县后子头烟草公司仓库对面,727400,0991-3632555,/,0911-3639333,/,0991-3632555,765367076@qq.com,/,0991-3632555,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710602,宜川县朝阳汽车贸易有限责任公司,专营店,陕西省延安市宜川县丹凤路27号,716200,0911-4979999,/,0911-4979998,13809118957,0911-4979999,/,0911-4979999,0911-4979999,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710604,吴起宏达汽贸有限责任公司,专营店,陕西省延安市吴起镇躺湾子,717600,0911-8015500,/,0911-8086666,0911-8086789,0911-8015500,/,0911-8086789,0911-8015500,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710605,子长县达盛汽车贸易有限公司,专营店,陕西省延安市子长县水沟坪变电站对面李家楼,717300,0911-8015500,/,0911-8086666,0911-8086789,0911-8015500,/,0911-8086789,0911-8015500,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710603,富县佳和汽车贸易有限责任公司,专营店,陕西省延安市富县茶坊街民政局富利中心一楼,727500,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2710602,延安腾达汽车销售服务有限公司,4S店,陕西省延安市宝塔区常态路东二十里铺机场东侧,716000,0911-8015500,/,0911-8086666,0911-8086789,0911-8015500,yaan7432402@hotmail.com,0911-8086789,0911-8015500,109.515619,36.617364,3,1,285,313,94.56,296,9.42,4.26,下,9.71,.44,上,9.71,.33,下,10,3.4,上,91.69,287,.31,1
2710603,延安祥盛汽车销售服务有限公司,4S店,陕西省延安市宝塔区南二十里铺金地葵花汽车城内,716000,0911-3338333,/,0911-3338111,0911-3338108,0911-3338333,yaxsauto@163.com,0911-3338108,0911-3338333,109.468481,36.505107,4,1,307,348,97.41,339,/,/,空,/,/,空,/,/,空,/,/,空,89.36,311,.57,2
3710502,陕西车之恋汽车服务有限公司,专营店,陕西省渭南市富平县东一环北段西侧,711700,/,/,0913-8233111,0913-8233999,/,/,0913-8233999,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710503,澄城县远征汽车贸易有限公司,专营店,陕西省渭南市澄城县青正街南段,715200,0913-2294888,/,/,/,0913-2294888,/,/,0913-2294888,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710504,蒲城宇达汽车销售有限公司,专营店,陕西省渭南市蒲城县蒲城东高速口引线,715500,0913-7618000,/,0913-7618000,/,0913-7618000,/,/,0913-7618000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710505,合阳盛方实业有限公司,专营店,陕西省渭南市合阳县合阳县金塔车城南面13号,715300,0913-5510366,/,0913-5510366,/,0913-5510366,/,/,0913-5510366,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710501,白水县众誉汽贸有限责任公司,专营店,陕西省渭南市白水县南刘路东西段,715600,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2710501,陕西渭南国盛汽车销售服务有限责任公司,4S店,陕西省渭南市临渭区陕西省渭南市高新区渭清路南段,714000,0913-2082145,/,0913-2688668,0913-2082141,0913-2082145,svw2407@163.com,0913-2688669,0913-2082145,109.465866,34.495849,3,1,252,282,98.58,278,10,1.54,上,10,3.4,上,10,2.59,上,10,3.4,上,91.48,258,1.06,3
3710903,镇安县远航汽车服务有限公司,专营店,陕西省商洛市镇安县迎宾路火车站桥头,711500,/,/,0914-8052222,0914-5335111,/,/,0914-5335111,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710402,三原广泰运输有限公司,专营店,陕西省咸阳市三原县南环东路西段啤酒厂十字,713800,/,/,029-32268345,13992016258,/,/,029-32527888,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3710403,陕西海纳百川汽车销售服务有限公司,专营店,陕西省咸阳市长武县五里铺物流商贸园区,713600,/,/,029-34306666,/,/,/,029-34368888,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2710403,陕西众秦汽车销售服务有限公司,4S店,陕西省咸阳市秦都区玉泉西路9号,712000,029-33553030,/,029-33559917,029-33559595,029-33553030,svwsxzq@126.com,029-33552929,029-33553030,108.679545,34.341781,3,1,259,284,97.53,277,/,/,空,/,/,空,/,/,空,/,/,空,92.6,263,.7,2
2710402,陕西龙锐汽车销售服务有限公司,4S店,陕西省咸阳市秦都区西兰路6号（汽车北站向北200米）,712000,029-38000802,/,029-38000222,13399100999,029-38000802,svw2408@163.com,029-38000444,029-38000802,108.696697,34.363417,2,1,144,158,98.73,156,/,/,空,/,/,空,/,/,空,/,/,空,91.13,144,0,0
2711001,安康庞大冀安汽车贸易有限公司,4S店,陕西省安康市汉滨区江北生物科技工业园区,725000,0915-3323299,/,0915-3321222,0915-3321111,0915-3323299,svw2415@163.com,0915-3321111,0915-3323299,108.99525,32.722202,1,1,63,89,95.5,85,10,1.54,上,10,3.4,上,10,2.59,上,10,3.4,上,75.28,67,2.24,2
2710703,汉中嘉恒汽车贸易有限公司,4S店,陕西省汉中市汉台区西环路南段,723000,0916-2892620,/,0916-2892888,0916-2892999,0916-2892620,svw2405hzdz@sohu.com,0916-2892999,0916-2892620,107.024787,33.071942,2,1,173,198,97.97,194,/,/,空,/,/,空,/,/,空,/,/,空,88.38,175,.5,1
2710704,汉中恒信众和汽车销售服务有限公司,4S店,陕西省汉中经济开发区(北区)108国道北侧,723000,0916-2317199,/,0916-2315558,0916-2315222,0916-2317199,hzhengxinzh@163.com,0916-2317131,0916-2317199,107.023323,33.06748,1,1,39,62,93.54,58,/,/,空,/,/,空,/,/,空,/,/,空,72.58,45,4.83,3
2710200,铜川泽泰汽车销售服务有限公司,4S店,陕西省铜川市王益区王家河工业园区赵家塬,727000,0919-2892226,/,0919-2899888,0919-2898555,0919-2892226,svw2427@163.com,0919-2898555,0919-2892226,109.052267,35.093648,1,1,81,96,91.66,88,/,/,空,/,/,空,/,/,空,/,/,空,90.62,87,3.12,3
2710802,榆林市东洲兴达汽车销售服务有限公司,4S店,陕西省榆林市榆阳区仓储汽贸小区,719000,0912-3832711,/,0912-3689777,0912-3689333,0912-3832711,svw2409@163.com,0912-3689333,0912-3832711,109.743376,38.246865,1,2,611,707,94.34,667,8.66,5.07,下,8.53,5.64,下,8.66,5.07,下,8.66,5.07,下,89.81,635,1.69,12
2710805,榆林航天九州汽车销售服务有限公司,4S店,陕西省榆林市榆阳区高新技术产业园区博源路2号,719000,0912-6668240,/,0912-3642333,0912-6668206,0912-6668240,ylhtjz_glb@126.com,0912-3643888,0912-6668240,109.759827,38.175184,3,1,280,312,96.15,300,10,9.52,上,10,10.57,上,10,9.52,上,10,9.52,上,89.74,280,0,0
3710801,靖边县东洲汽贸销售有限公司,4S店,陕西省榆林市靖边县五台新庄村,718500,0912-3689007,/,0912-4722222,0912-4722224,0912-3689007,malong817@163.com,0912-4722223,0912-3689007,108.864457,37.554604,1,1,14,19,89.47,17,/,/,空,/,/,空,/,/,空,/,/,空,84.21,16,5.26,1
2710806,榆林市神木市龙朔汽车销售服务有限公司,4S店,陕西省榆林市神木市新村纬六路神木龙朔上海大众4S店,719300,0912-8510752,/,0912-8598181,0912-8599191,0912-8510752,svwlongshuo@163.com,0912-8599191,0912-8510752,110.464946,38.957222,3,1,298,328,96.95,318,10,9.52,上,10,10.57,上,10,9.52,上,10,9.52,上,92.68,304,.91,3
6730102,兰州金阜康汽车销售服务有限公司龙源店,城市快修店,甘肃省兰州市城关区北滨河中760-776号慧泽苑小区1号楼一层商业铺面,730000,0931-7766188,/,0931-7767666,0931-7766352,0931-7766188,/,0931-7767555,0931-7766188,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2730101,兰州天祥汽车销售服务有限公司,4S店,甘肃省兰州市城关区大砂坪八公里处,730030,0931-8398042,/,0931-8398000,0931-8398060,0931-8398042,azf1983@sohu.com,0931-8398060,0931-8398042,103.82878,36.128761,4,1,328,385,96.88,373,10,1.22,上,10,1.22,上,10,1.85,上,9.85,1.65,上,86.75,334,.77,3
2730100,兰州金阜康汽车销售服务有限公司,4S店,甘肃省兰州市安宁区北滨河西路距西沙大桥以东1公里）,730070,0931-7766188,/,0931-7767666,0931-7766352,0931-7766188,2730100@xibeisvw.sinanet.com,0931-7767555,0931-7766188,103.774697,36.092503,4,1,307,388,96.64,375,9.78,.9,下,9.78,.9,下,9.68,1.36,下,9.57,1.21,下,82.73,321,1.8,7
2730106,甘肃仕通德众汽车销售服务有限公司,4S店,甘肃省兰州市西固区西固东路7号,730060,0931-7326602,/,0931-7321888,0931-7325599,0931-7326602,gsshitongcar@163.com,0931-7325599,0931-7326602,103.67267,36.092066,1,2,715,779,96.91,755,/,/,空,/,/,空,/,/,空,/,/,空,93.06,725,.64,5
2730109,兰州合众汽车销售服务有限公司,4S店,甘肃省兰州市七里河区南滨河中路1359号,730050,0931-2652727,/,0931-2606666,0931-2656666,0931-2652727,lzlw@vip.163.com,0931-2656666,0931-2652727,103.693641,36.095121,3,1,218,244,97.13,237,/,/,空,/,/,空,/,/,空,/,/,空,90.98,222,.81,2
3730402,天水万仕和汽车销售有限公司甘谷分公司,专营店,甘肃省天水市甘谷县大像山镇天定高速甘谷城出口对面辅道西侧陇东南汽配城7号楼,741200,/,/,/,0938-2582333,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2730404,天水万仕和汽车销售有限公司,4S店,甘肃省天水市麦积区二十里铺工业示范区（机场西）,741025,0938-2582100,/,0938-2581588,0938-2582333,0938-2582100,tssvwwsh@163.com,0938-2581788,0938-2582100,105.871568,34.560236,2,1,189,220,95.45,210,/,/,空,/,/,空,/,/,空,/,/,空,87.72,193,.9,2
3730802,靖边县通达汽贸有限责任公司合水分公司,专营店,甘肃省庆阳市西华池镇西华北街乐蟠西路,745400,0934-555882,/,0934-555882,/,0934-555882,/,/,0934-555882,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3730801,庆阳志通汽车销售服务有限公司镇原分公司,专营店,甘肃省庆阳市镇原县工业园区,744500,0934-8606111,/,0934-7651111,/,0934-8606111,/,/,0934-8606111,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2730802,庆阳腾辉汽车销售服务有限公司,4S店,甘肃省庆阳市西峰区新西环路北段,745000,0934-8615556,/,0934-8611222,0934-8622222,0934-8615556,svw2506@163.com,0934-8622222,0934-8615556,107.63184,35.752996,4,1,387,439,95.89,421,10,1.22,上,9.33,5.52,下,9.33,4.93,下,10,3.12,上,89.97,395,.91,4
3731203,瓜州县鑫能源汽车销售服务有限责任公司,专营店,甘肃省酒泉市瓜州县北大桥花牛山门店1号,736100,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3731204,金伯爵汽贸有限责任公司,专营店,甘肃省酒泉市玉门市盛浩建材市场东门,735211,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2731203,酒泉金岛星马汽车销售有限公司,4S店,甘肃省酒泉市肃州区飞天路666号,735000,0937-2855195,/,0937-2855111,0937-2855110,0937-2855195,vwjdxm@163.com,0937-2855110,0937-2855195,98.397353,39.77628,2,1,139,151,97.35,147,/,/,空,/,/,空,/,/,空,/,/,空,93.37,141,.66,1
3731102,高台县瑞驰汽车销售有限公司,专营店,甘肃省张掖市高台县城关镇城东新区畜牧局与绍兴公司联建楼下 ,734300,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2731101,张掖市金岛汽车销售有限公司,4S店,甘肃省张掖市甘州区 西三环中段张掖绿洲现代物流园,734000,0936-8565529,/,0936-8753666,0936-8753666,0936-8565529,zhangyejindao@163.com,0936-8752666,0936-8565529,100.407826,38.938667,3,1,239,257,99.61,256,/,/,空,/,/,空,/,/,空,/,/,空,93.77,241,.38,1
2730302,白银合众汽车销售服务有限公司,4S店,甘肃省白银市白银区银西工业园海天国际汽车城,730900,0943-8299856,/,0943-8299555,0943-8299655,0943-8299856,byhz2013@sina.cn,0943-8299655,0943-8299856,104.205649,36.501821,2,1,150,182,94.5,172,10,1.22,上,8,19.01,下,8,18.51,下,6,38.12,下,84.61,154,1.09,2
2730600,定西恒信众和汽车销售服务有限公司,4S店,甘肃省定西市安定区南川开发区,743000,0932-8366517,/,0932-8235666,0932-8315999,0932-8366517,DXSHDZ@163.com,0932-8315999,0932-8366517,104.64481,35.549327,3,1,241,296,94.25,279,10,1.22,上,10,1.22,上,10,1.85,上,10,3.12,上,85.47,253,2.02,6
2730702,平凉德众汽车销售有限公司,4S店,甘肃省平凉市崆峒区柳湖乡八里村,744000,0933-8881222,/,0933-8881999,0933-8881555,0933-8881222,ppxfyy@163.com,0933-8881555,0933-8881222,106.641574,35.568509,4,1,319,378,96.29,364,10,1.22,上,10,1.22,上,10,1.85,上,10,3.12,上,89.15,337,2.38,9
2731001,武威嘉阳汽车销售服务有限公司,4S店,甘肃省武威市凉州区城西沿金色大道城市连接线段金沙社区西侧,733000,0935-2356055,/,0935-2356058,0935-2356060,0935-2356055,svw2731001@163.com,0935-2356061,0935-2356055,102.642027,37.928228,1,1,52,70,97.14,68,10,1.22,上,8,19.01,下,8,18.51,下,8,17.5,下,77.14,54,1.42,1
2730501,嘉峪关金岛锦鹏汽车销售有限公司,4S店,甘肃省嘉峪关市迎宾东路2159号,735100,0937-6214999,/,/,/,0937-6214999,885305628@qq.com,/,0937-6214999,98.307664,39.783292,1,1,3,3,100,3,/,/,空,/,/,空,/,/,空,/,/,空,100,3,0,0
2730901,陇南协和众达汽车销售有限责任公司,4S店,甘肃省陇南市武都区吉石坝新区长江大道西延伸段,746000,0938-2581128,/,/,/,0938-2581128,lnxhzdzjl@163.com,/,0938-2581128,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3730202,金昌金阜康汽车销售服务有限公司,直营店,甘肃省金昌市泰安路久久香食品生态园,737100,0931-7765370,/,0935-8225559,0935-8225560,0931-7765370,zb_jfk@164.com,0935-8225559,0931-7765370,102.240658,38.535241,1,1,1,3,100,3,/,/,空,/,/,空,/,/,空,/,/,空,33.33,1,0,0
3731401,临夏州华通汽车销售有限公司,直营店,甘肃省临夏市城东新区,731100,0931-7326602,/,0930-6328066,0930-6328699,0931-7326602,570307276@qq.com,0930-6328699,0931-7326602,103.245743,35.60644,/,/,0,1,100,1,/,/,空,/,/,空,/,/,空,/,/,空,0,0,0,0
3750202,宁夏正通源汽车销售服务有限公司平罗分公司,专营店,宁夏石嘴山市平罗县轻工业基地中心路西侧,753400,/,/,0951-3908811,/,/,svwnxztydxx@163.com,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2750202,宁夏正通源汽车销售服务有限公司,4S店,"宁夏石嘴山市大武口区星光大道以南,怡和星海汽车城5号店",753000,0952-3922282,/,0952-3922235,0952-3922299,0952-3922282,svwnxzty@163.com,0952-3922231,0952-3922282,106.356106,39.037094,3,1,214,236,97.03,229,8,16.88,下,10,3.89,上,10,5.26,上,8,14.66,下,91.52,216,.42,1
3750301,宁夏同心县鑫昌汽车贸易有限公司,专营店,宁夏吴忠市同心县南环路（交警队对面）,751300,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2750302,吴忠市金富源汽车销售服务有限公司,4S店,宁夏吴忠市利通区世界大道北侧汽车城（新南加气站对面）,751100,0953-2225808,/,0953-2135111,0953-2135111,0953-2225808,svw275302@126.com,0953-2131777,0953-2225808,106.22631,38.009233,4,1,351,391,98.2,384,10,3.89,上,10,3.89,上,10,5.26,上,10,6.66,上,90.79,355,.51,2
3750502,宁夏三喜汽车销售服务有限公司中卫分公司,专营店,*,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2750105,宁夏三喜汽车销售服务有限公司,4S店,宁夏银川市金凤区创业街68号,750001,0951-3018925,/,0951-3020222,0951-3020222,0951-3018925,nx_yitian@163.com,0951-3018922,0951-3018925,106.162324,38.4605,4,1,313,344,97.96,337,10,3.89,上,10,3.89,上,10,5.26,上,10,6.66,上,90.98,313,0,0
2750100,宁夏金富源汽车销售服务有限公司,4S店,宁夏银川市兴庆区丽景北街800号,750004,0951-3880660,/,0951-3880666,0951-3880777,0951-3880660,nxjfy2750100@126.com,0951-3880777,0951-3880660,106.312914,38.497721,1,2,644,704,97.72,688,/,/,空,/,/,空,/,/,空,/,/,空,92.61,652,.56,4
2750104,宁夏金岛汽车销售有限公司,4S店,宁夏银川市贺兰县德胜工业园109国道东侧永胜东路北侧,750200,0951-8071166,/,0951-8071000,0951-8074800,0951-8071166,shaoxingui118@163.com,0951-7820222,0951-8071166,106.328072,38.54725,4,1,338,389,95.37,371,9.53,.89,下,9.53,.89,下,9.38,1.21,下,9.23,1.53,下,89.46,348,1.28,5
3810801,德令哈众通汽车销售服务有限公司,专营店,青海省海西德令哈市火车站区黄河路（原迎宾路）西侧,817000,0977-8330123,/,0977-8330567,18220321277,0977-8330123,/,0977-8330123,0977-8330123,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2810800,格尔木都市汽修汽贸服务有限公司,4S店,青海省海西蒙古族藏族自治州格尔木市昆仑经济开发区金川路,816000,09795998995,/,09795995888,09795999333,09795998995,18909710931@189.cn,09795995999,09795998995,94.898863,36.403956,1,1,2,8,87.5,7,/,/,空,/,/,空,/,/,空,/,/,空,50,4,12.5,1
3810101,大通县金岛汽车销售租赁有限公司,专营店,青海省西宁市大通县宁张公路30公里处,810100,/,/,0971-2757027,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
6810101,青海赛亚金昊城北快修店,城市快修店,青海省城北区海湖大道22号（三江源汽配城5 号门）,810000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2810103,青海赛亚金昊汽车销售服务有限公司,4S店,青海省西宁市城南工业区同安路182号,810000,0971-5319196,/,0971-5318888,0971-5318888,0971-5319196,svw992000@alinyun.com,0971-5318999,0971-5319196,101.651757,36.524663,2,1,118,147,96.59,142,/,/,空,/,/,空,/,/,空,/,/,空,84.35,124,2.04,3
2810102,青海物产汽车贸易有限公司,4S店,青海省西宁市城东区八一西路45号,810007,09718179609,/,09718810188,09718128222,09718179609,sqqhs@163.com,09718128222,09718179609,101.821208,36.608702,2,2,914,1003,97,973,9.28,.95,下,9.21,1.05,下,9.21,.38,下,9.21,1.05,下,92.12,924,.49,5
2810104,青海金岛兴宝汽车销售有限公司,4S店,青海省西宁市城东区经济开发区昆仑东路6号,810007,0971-4519993,/,0971-4519999,0971-4519998,0971-4519993,shaoxingui118@163.com,0971-4519998,0971-4519993,101.867282,36.575031,4,1,320,399,92.98,371,10,6.66,上,10,7.38,上,9.5,2.7,上,10,7.38,上,83.7,334,1.75,7
3810202,互助县魅驹汽车销售有限公司,专营店,青海省海东地区互助土族自治县青海省海东市互助县威远镇寺豪子村(建材巷16号),810500,/,/,0972-8317788,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3810501,海南州广汇金愷汽车销售服务有限公司,专营店,青海海南州共和县恰不恰镇新海路66号,813000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3830701,温宿天润汽车销售有限责任公司,专营店,新疆阿克苏地区温宿县新城区大欣汽车城A3_3号,843100,0997-4562333,/,0997-4562333,/,0997-4562333,/,/,0997-4562333,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2830701,阿克苏天润汽车销售有限责任公司,4S店,新疆阿克苏地区阿克苏市解放南路31号,843000,0997-2663077,/,0997-2663333,0997-2663333,0997-2663077,svw2706@163.net,0997-2663111,0997-2663077,80.320631,41.159945,2,1,104,114,99.12,113,/,/,空,/,/,空,/,/,空,/,/,空,92.98,106,.87,1
3830602,和田地区创美汽车销售有限公司,专营店,新疆和田市迎宾路727-27号,848000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3831301,巩留益嘉商贸有限责任公司,专营店,新疆伊犁哈萨克自治州巩留县环城北路7号,835400,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3831303,新华机电商贸有限责任公司,专营店,新疆伊犁新源县城新城区政府南200米,835800,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3831302,伊犁坤轩汽车销售服务有限公司,专营店,新疆伊犁哈萨克自治州霍尔果斯市六十二团英才路25号,835215,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2830202,新疆奎屯大华商贸有限公司,4S店,新疆伊犁哈萨克自治州奎屯市迎宾大道14号,833200,0992-3292555,/,0992-3292888,0992-3292666,0992-3292555,SVW2712@VIP.163.COM,0992-3292666,0992-3292555,84.923306,44.403599,1,1,55,64,98.43,63,/,/,空,/,/,空,/,/,空,/,/,空,85.93,55,0,0
2831302,伊犁申博汽车销售服务有限公司,4S店,新疆伊犁哈萨克自治州伊宁市环城东路,835000,0999-8222727,/,0999-8223886,0999-8222726,0999-8222727,ylvwliyong@163.com,0999-8222726,0999-8222727,81.341312,43.945457,1,1,92,106,97.16,103,/,/,空,/,/,空,/,/,空,/,/,空,88.67,94,.94,1
3831401,塔城市永鑫商贸有限公司,专营店,新疆塔城地区塔城市喀拉哈巴克乡先锋村,834700,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3831402,沙湾县友邦万联汽车销售服务有限公司,专营店,新疆塔城地区沙湾县汽贸园5栋102号,832100,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2831003,新疆上众汽车销售服务有限公司,4S店,新疆巴音郭楞蒙古自治州库尔勒市经济开发区神州汽车城74号,841000,0996-2159223,/,0996-2681888,0996-2187666,0996-2159223,bazhoushangzhong@163.com,0996-2187666,0996-2159223,86.221137,41.721507,3,1,294,317,98.42,312,10,1.44,上,10,4.47,上,10,4.47,上,10,7.69,上,92.74,294,0,0
2831103,新疆昌吉正太汽车销售有限公司,4S店,新疆昌吉回族自治州昌吉市乌伊东路108号,831100,0994-2333468,/,0994-2347304,0994-2368599,0994-2333468,SVW2715@163.NET,0994-2368599,0994-2333468,87.322651,44.011015,2,1,130,145,97.24,141,/,/,空,/,/,空,/,/,空,/,/,空,91.03,132,.68,1
2830501,新疆哈密市机电设备有限公司,4S店,新疆哈密地区哈密市火箭农场前进大道399号,839000,0902-6905608,/,0902-6908888,0902-6905666,0902-6905608,svw_hm@163.com,0902-6905606,0902-6905608,93.497088,42.854015,1,1,43,54,81.48,44,/,/,空,/,/,空,/,/,空,/,/,空,87.03,47,3.7,2
2830803,新疆大地汽车销售有限责任公司,4S店,新疆喀什地区喀什市世纪大道,844000,0998-2656622,/,0998-2655500,0998-2655111,0998-2656622,xjks2830803@163.com,0998-2655111,0998-2656622,76.025558,39.473731,1,1,21,37,91.89,34,/,/,空,/,/,空,/,/,空,/,/,空,67.56,25,5.4,2
2830200,克拉玛依市大华商贸有限责任公司,4S店,新疆克拉玛依市克拉玛依区迎宾路33号,834000,0990-6246878,/,0990-6246888,0990-6246888,0990-6246878,svw2718@vip.163.com,0990-6246880,0990-6246878,84.909451,45.563845,1,1,99,119,97.47,116,/,/,空,/,/,空,/,/,空,/,/,空,86.55,103,1.68,2
2830304,石河子市合禧汽车销售服务有限公司,4S店,新疆石河子市南山新区南八路,832000,0993-2656662,/,0993-2600988,0993-2600800,0993-2656662,2830304@xibeisvw.sinanet.com,0993-2600808,0993-2656662,86.065686,44.303059,2,1,135,150,96.66,145,10,1.44,上,10,4.47,上,10,4.47,上,10,7.69,上,91.33,137,.66,1
2830401,吐鲁番庞大福众汽车销售服务有限公司,4S店,新疆吐鲁番地区吐鲁番市312国道5087号,838008,0995-8551588,/,0995-8552666,0995-8552555,0995-8551588,svw2707@126.com,0995-8552555,0995-8551588,89.16343,42.990501,1,1,3,3,100,3,/,/,空,/,/,空,/,/,空,/,/,空,100,3,0,0
2830103,新疆申新汽车销售服务有限公司,4S店,新疆乌鲁木齐市头屯河区中亚北路134号,830026,0991-3767159,/,0991-3766966,0991-3766999,0991-3767159,svw2703@sj.cninfo.net,0991-3766999,0991-3767159,87.528272,43.892983,3,1,276,315,94.92,299,9.85,0,空,9.57,0,空,9.57,0,空,9.28,0,空,89.52,282,.95,3
2830112,新疆金岛汽车销售有限公司,4S店,新疆乌鲁木齐市头屯河区头屯河路2345号新疆天恒基国际汽车城A区,830000,0991-7550397,/,0991-7550616,0991-7550033,0991-7550397,xjjd55@163.com,0991-7550699,0991-7550397,87.377647,43.895418,1,1,28,31,96.77,30,/,/,空,/,/,空,/,/,空,/,/,空,90.32,28,0,0
